"fecha_hito","hito","detalle","fuente","estado_verificacion"
"2022-05-01","Inicio de operaciones del SPI (primer mes con datos en el boletín SIPAP_07)","","Inferido del boletín de pagos (primer dato de SIPAP_07)","no verificado"
