periodo,periodo_de,seccion,producto_publicado,sector,moneda,tasa,valor_publicado,valor,unidad,archivo,sha256,fecha_corte,fila,columna
2011-05,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,BANCOS,M/L,Efectiva,22.309999999999999,22.31,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,9,3
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO < = 1 AÑO  (*),BANCOS,M/L,Efectiva,12.859999999999999,12.86,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,10,3
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO > 1 AÑO,BANCOS,M/L,Efectiva,13.74,13.74,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,11,3
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,BANCOS,M/L,Efectiva,22.059999999999999,22.06,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,12,3
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,BANCOS,M/L,Efectiva,27.18,27.18,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,13,3
2011-05,titulo_hoja,,PRESTAMOS POR TARJETAS DE CREDITO,BANCOS,M/L,Efectiva,44.359999999999999,44.36,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,14,3
2011-05,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,BANCOS,M/L,Efectiva,22.601428571428567,22.6014285714286,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,15,3
2011-05,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,BANCOS,M/L,Efectiva,0.60999999999999999,0.61,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,17,3
2011-05,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,BANCOS,M/L,Efectiva,8.6999999999999993,8.7,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,19,3
2011-05,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,BANCOS,M/L,Efectiva,9.5800000000000001,9.58,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,20,3
2011-05,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,BANCOS,M/L,Efectiva,14.02,14.02,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,21,3
2011-05,titulo_hoja,CDA,III. PRESTAMOS A BANCOS - CALL MONEY ACTIVO,BANCOS,M/L,Efectiva,8.1600000000000001,8.16,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,22,3
2011-05,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,BANCOS,M/L,Nominal,14.609999999999999,14.61,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,8,2
2011-05,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,BANCOS,M/L,Nominal,20.329999999999998,20.33,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,9,2
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO < = 1 AÑO  (*),BANCOS,M/L,Nominal,12.5,12.5,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,10,2
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO > 1 AÑO,BANCOS,M/L,Nominal,13.449999999999999,13.45,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,11,2
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,BANCOS,M/L,Nominal,20.129999999999999,20.13,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,12,2
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,BANCOS,M/L,Nominal,24.260000000000002,24.26,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,13,2
2011-05,titulo_hoja,,PRESTAMOS POR TARJETAS DE CREDITO,BANCOS,M/L,Nominal,37.390000000000001,37.39,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,14,2
2011-05,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,BANCOS,M/L,Nominal,20.381428571428575,20.3814285714286,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,15,2
2011-05,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,BANCOS,M/L,Nominal,0.60999999999999999,0.61,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,17,2
2011-05,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,BANCOS,M/L,Nominal,8.4100000000000001,8.41,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,19,2
2011-05,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,BANCOS,M/L,Nominal,9.2699999999999996,9.27,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,20,2
2011-05,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,BANCOS,M/L,Nominal,13.529999999999999,13.53,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,21,2
2011-05,titulo_hoja,CDA,III. PRESTAMOS A BANCOS - CALL MONEY ACTIVO,BANCOS,M/L,Nominal,7.8700000000000001,7.87,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,22,2
2011-05,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,FINANCIERAS,M/E,Efectiva,11.94,11.94,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,8,9
2011-05,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,FINANCIERAS,M/E,Efectiva,13.52,13.52,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,9,9
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,FINANCIERAS,M/E,Efectiva,13.32,13.32,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,12,9
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,FINANCIERAS,M/E,Efectiva,13.289999999999999,13.29,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,13,9
2011-05,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,FINANCIERAS,M/E,Efectiva,13.0175,13.0175,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,15,9
2011-05,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,FINANCIERAS,M/E,Efectiva,0.20000000000000001,0.2,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,17,9
2011-05,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,FINANCIERAS,M/E,Efectiva,2.1000000000000001,2.1,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,19,9
2011-05,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,FINANCIERAS,M/E,Efectiva,4.4400000000000004,4.44,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,20,9
2011-05,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,FINANCIERAS,M/E,Efectiva,5.8700000000000001,5.87,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,21,9
2011-05,titulo_hoja,(*) Descripción de Préstamos de Desarrollo,--,FINANCIERAS,M/E,Efectiva,46.479999999999997,46.48,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,53,9
2011-05,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,FINANCIERAS,M/E,Nominal,11.42,11.42,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,8,8
2011-05,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,FINANCIERAS,M/E,Nominal,13.050000000000001,13.05,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,9,8
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,FINANCIERAS,M/E,Nominal,12.93,12.93,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,12,8
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,FINANCIERAS,M/E,Nominal,12.949999999999999,12.95,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,13,8
2011-05,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,FINANCIERAS,M/E,Nominal,12.473333333333334,12.4733333333333,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,15,8
2011-05,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,FINANCIERAS,M/E,Nominal,0.20000000000000001,0.2,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,17,8
2011-05,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,FINANCIERAS,M/E,Nominal,2.0800000000000001,2.08,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,19,8
2011-05,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,FINANCIERAS,M/E,Nominal,4.3799999999999999,4.38,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,20,8
2011-05,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,FINANCIERAS,M/E,Nominal,5.8099999999999996,5.81,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,21,8
2011-05,titulo_hoja,(*) Descripción de Préstamos de Desarrollo,--,FINANCIERAS,M/E,Nominal,38.950000000000003,38.95,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,53,8
2011-05,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,FINANCIERAS,M/L,Efectiva,23.100000000000001,23.1,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,8,7
2011-05,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,FINANCIERAS,M/L,Efectiva,29.449999999999999,29.45,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,9,7
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO < = 1 AÑO  (*),FINANCIERAS,M/L,Efectiva,19.91,19.91,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,10,7
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO > 1 AÑO,FINANCIERAS,M/L,Efectiva,17.219999999999999,17.22,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,11,7
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,FINANCIERAS,M/L,Efectiva,30.920000000000002,30.92,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,12,7
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,FINANCIERAS,M/L,Efectiva,31.600000000000001,31.6,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,13,7
2011-05,titulo_hoja,,PRESTAMOS POR TARJETAS DE CREDITO,FINANCIERAS,M/L,Efectiva,43.670000000000002,43.67,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,14,7
2011-05,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,FINANCIERAS,M/L,Efectiva,27.981428571428573,27.9814285714286,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,15,7
2011-05,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,FINANCIERAS,M/L,Efectiva,0.57999999999999996,0.58,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,17,7
2011-05,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,FINANCIERAS,M/L,Efectiva,4.8899999999999997,4.89,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,19,7
2011-05,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,FINANCIERAS,M/L,Efectiva,9.8300000000000001,9.83,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,20,7
2011-05,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,FINANCIERAS,M/L,Efectiva,12.93,12.93,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,21,7
2011-05,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,FINANCIERAS,M/L,Nominal,20.98,20.98,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,8,6
2011-05,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,FINANCIERAS,M/L,Nominal,26.25,26.25,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,9,6
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO < = 1 AÑO  (*),FINANCIERAS,M/L,Nominal,19,19,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,10,6
2011-05,titulo_hoja,,PRESTAMOS DE DESARROLLO > 1 AÑO,FINANCIERAS,M/L,Nominal,17.210000000000001,17.21,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,11,6
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,FINANCIERAS,M/L,Nominal,28.140000000000001,28.14,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,12,6
2011-05,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,FINANCIERAS,M/L,Nominal,27.940000000000001,27.94,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,13,6
2011-05,titulo_hoja,,PRESTAMOS POR TARJETAS DE CREDITO,FINANCIERAS,M/L,Nominal,36.75,36.75,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,14,6
2011-05,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,FINANCIERAS,M/L,Nominal,25.181428571428572,25.1814285714286,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,15,6
2011-05,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,FINANCIERAS,M/L,Nominal,0.57999999999999996,0.58,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,17,6
2011-05,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,FINANCIERAS,M/L,Nominal,4.8099999999999996,4.81,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,19,6
2011-05,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,FINANCIERAS,M/L,Nominal,9.5500000000000007,9.55,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,20,6
2011-05,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,FINANCIERAS,M/L,Nominal,12.56,12.56,porcentaje anual (según la hoja),Ficha 052011.xls,71cd7fc4675c4724010492e7d6c92bc377d291e2784ecd08efb70dc86247817f,2011-05-31,21,6
2011-06,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,BANCOS,M/E,Efectiva,7.21,7.21,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,8,5
2011-06,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,BANCOS,M/E,Efectiva,8.6899999999999995,8.69,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,9,5
2011-06,titulo_hoja,,PRESTAMOS DE DESARROLLO < = 1 AÑO  (*),BANCOS,M/E,Efectiva,6.6699999999999999,6.67,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,10,5
2011-06,titulo_hoja,,PRESTAMOS DE DESARROLLO > 1 AÑO,BANCOS,M/E,Efectiva,8.7799999999999994,8.78,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,11,5
2011-06,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,BANCOS,M/E,Efectiva,10.779999999999999,10.78,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,12,5
2011-06,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,BANCOS,M/E,Efectiva,10.949999999999999,10.95,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,13,5
2011-06,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,BANCOS,M/E,Efectiva,8.8466666666666658,8.84666666666667,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,15,5
2011-06,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,BANCOS,M/E,Efectiva,0.17000000000000001,0.17,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,17,5
2011-06,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,BANCOS,M/E,Efectiva,2.54,2.54,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,19,5
2011-06,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,BANCOS,M/E,Efectiva,3.9900000000000002,3.99,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,20,5
2011-06,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,BANCOS,M/E,Efectiva,5.9900000000000002,5.99,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,21,5
2011-06,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,BANCOS,M/E,Nominal,7.0199999999999996,7.02,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,8,4
2011-06,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,BANCOS,M/E,Nominal,8.4800000000000004,8.48,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,9,4
2011-06,titulo_hoja,,PRESTAMOS DE DESARROLLO < = 1 AÑO  (*),BANCOS,M/E,Nominal,6.5800000000000001,6.58,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,10,4
2011-06,titulo_hoja,,PRESTAMOS DE DESARROLLO > 1 AÑO,BANCOS,M/E,Nominal,8.6500000000000004,8.65,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,11,4
2011-06,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO <= 1 AÑO,BANCOS,M/E,Nominal,10.48,10.48,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,12,4
2011-06,titulo_hoja,,PRESTAMO PERSONAL - CONSUMO > 1 AÑO,BANCOS,M/E,Nominal,10.630000000000001,10.63,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,13,4
2011-06,titulo_hoja,,PROMEDIO SIMPLE TASAS ACTIVAS,BANCOS,M/E,Nominal,8.6399999999999988,8.64,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,15,4
2011-06,titulo_hoja,II. PASIVAS,DEPOSITOS VISTA,BANCOS,M/E,Nominal,0.17000000000000001,0.17,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,17,4
2011-06,titulo_hoja,CDA,CERTIFIC.DEPOSITOS DE AHORROS A 180 DIAS,BANCOS,M/E,Nominal,2.52,2.52,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,19,4
2011-06,titulo_hoja,CDA,CERTIFIC.DEP. DE AHORRO <=  365 DIAS,BANCOS,M/E,Nominal,3.9399999999999999,3.94,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,20,4
2011-06,titulo_hoja,CDA,CERTIFIC. DEPOSITOS AHORROS > 365 DIAS,BANCOS,M/E,Nominal,5.9199999999999999,5.92,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,21,4
2011-06,titulo_hoja,,PRESTAMO COMERCIAL <= 1AÑO,BANCOS,M/L,Efectiva,15.48,15.48,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,8,3
2011-06,titulo_hoja,,PRESTAMO COMERCIAL > 1AÑO,BANCOS,M/L,Efectiva,21.66,21.66,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,9,3
2011-06,titulo_hoja,,PRESTAMOS DE DESARROLLO < = 1 AÑO  (*),BANCOS,M/L,Efectiva,12.859999999999999,12.86,porcentaje anual (según la hoja),Ficha 062011.xls,59cb71b985b69cd3288d35f7c2178e7c121d4838968e36b1b21d0ff41597b21c,2011-06-30,10,3
