archivo,hoja,tipo,diseno,fila,concepto,seccion,suma,n,sistema,eje,columna,es_monto,rel
1_BOLB_ 112013.xls,35,bancos,clasico,,,,41499023.2875789,32,5071859.479088,entidad_en_fila,3,TRUE,7.18221077667575
1_BOLB_ 112013.xls,35,bancos,clasico,,,,7148063.565095,20,4967394.948461,entidad_en_fila,6,TRUE,0.438996423529725
1_BOLB_ 112013.xls,35,bancos,clasico,,,,5674406.05297107,20,5014424.345246,entidad_en_fila,7,TRUE,0.131616644760186
1_BOLB_ 112013.xls,36,bancos,clasico,,,,37163355.4349499,32,736191.626459,entidad_en_fila,3,TRUE,49.4805462318303
1_BOLB_ 112013.xls,36,bancos,clasico,,,,3004487.412828,20,823818.796194,entidad_en_fila,6,TRUE,2.64702459656004
1_BOLB_ 112013.xls,36,bancos,clasico,,,,1517159.61710707,20,857177.909382,entidad_en_fila,7,TRUE,0.769947172578091
1_BOLB_ 112013.xls,37,bancos,clasico,,,,1008121.044193,16,990695.813336,entidad_en_fila,8,TRUE,0.0175888810898711
1_BOLB_01_2014_03_03_16.xls,14,bancos,nuevo,,Abril              2013,,1008121.044193,16,990695.813336,entidad_en_fila,5,TRUE,0.0175888810898711
1_BOLB_03_2015.xls,5,bancos,nuevo,30,Agricultura | --,OTROS,14328913.226841,12,15724208.117072,entidad_en_columna,,TRUE,-0.0887354631688009
1_BOLB_03_2015.xls,5,bancos,nuevo,31,Ganadería | -- | --,OTROS,5795361.250953,12,6594385.899364,entidad_en_columna,,TRUE,-0.121167408247683
1_BOLB_03_2015.xls,5,bancos,nuevo,33,Comercio al por Mayor | --,OTROS,1314501.333567,5,9583410.662777,entidad_en_columna,,TRUE,-0.862835750254065
1_BOLB_042015.xls,5,bancos,nuevo,30,Agricultura | --,OTROS,14782874.41306,12,16231419.324225,entidad_en_columna,,TRUE,-0.089243268393854
1_BOLB_042015.xls,5,bancos,nuevo,31,Ganadería | -- | --,OTROS,5917592.126024,12,6721333.980353,entidad_en_columna,,TRUE,-0.11958070476462
1_BOLB_042015.xls,5,bancos,nuevo,33,Comercio al por Mayor | --,OTROS,1365877.32494,5,9865772.489052,entidad_en_columna,,TRUE,-0.861553940509402
1_BOLB_052015.xls,5,bancos,nuevo,31,Ganadería | -- | --,OTROS,5972179.875313,12,6757490.589705,entidad_en_columna,,TRUE,-0.116213364113065
1_BOLB_052015.xls,5,bancos,nuevo,33,Comercio al por Mayor | --,OTROS,1382180.195553,5,10023805.343281,entidad_en_columna,,TRUE,-0.862110231771462
1_BOLB_062015(1).xls,5,bancos,nuevo,31,Ganadería | -- | --,OTROS,6036520.38021,12,6821183.606228,entidad_en_columna,,TRUE,-0.115033294999063
1_BOLB_062015(1).xls,5,bancos,nuevo,33,Comercio al por Mayor | --,OTROS,1310555.865149,5,10008963.829639,entidad_en_columna,,TRUE,-0.869061784271003
1_BOLB_072015_vf.xls,5,bancos,nuevo,31,Ganadería | -- | --,OTROS,6048761.510687,12,6853974.443056,entidad_en_columna,,TRUE,-0.117481169365139
1_BOLB_072015_vf.xls,5,bancos,nuevo,33,Comercio al por Mayor | --,OTROS,1391020.724572,5,10211407.274153,entidad_en_columna,,TRUE,-0.863777764687446
1_BOLB_08_2015.xls,5,bancos,nuevo,31,Ganadería | -- | --,OTROS,6231008.41215,12,7063997.62111,entidad_en_columna,,TRUE,-0.117920369405378
1_BOLB_092015.xls,5,bancos,nuevo,31,Ganadería | -- | --,OTROS,6378466.629839,12,7245021.638056,entidad_en_columna,,TRUE,-0.119606959303646
1_BOLB_09_2013_quereemplaza.xls,30,bancos,clasico,,,,13.688585916362,16,0.842441742191929,entidad_en_fila,3,TRUE,12.8461441741701
1_BOLB_09_2013_quereemplaza.xls,30,bancos,clasico,,,,1.50314770503131,16,0.0957098768868624,entidad_en_fila,4,TRUE,1.40743782814445
1_BOLB_09_2013_quereemplaza.xls,30,bancos,clasico,,,,0.264307166935262,16,0.0199580171556408,entidad_en_fila,5,TRUE,0.244349149779621
1_BOLB_09_2013_quereemplaza.xls,30,bancos,clasico,,,,0.189901748158161,16,0.0148877987701069,entidad_en_fila,6,TRUE,0.175013949388054
1_BOLB_09_2013_quereemplaza.xls,30,bancos,clasico,,,,0.0990990850428864,16,0.00807943983175475,entidad_en_fila,7,TRUE,0.0910196452111317
1_BOLB_09_2013_quereemplaza.xls,30,bancos,clasico,,,,0.0439311535058493,16,0.00418818384295296,entidad_en_fila,8,TRUE,0.0397429696628963
1_BOLB_09_2013_quereemplaza.xls,30,bancos,clasico,,,,0.0439010229880403,16,0.00316283589175045,entidad_en_fila,9,TRUE,0.0407381870962898
