archivo,hoja,tipo,diseno,fila,concepto,seccion,suma,n,sistema,eje,columna,es_monto,rel
3_BOLCC_062014.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,48566.21118328,31,48874.70645928,entidad_en_columna,,TRUE,-0.00631196171494195
3_BOLCC_062014.xls,CC,casas_cambio,nuevo,38,Egresos,,98890.410916,31,99563.287075,entidad_en_columna,,TRUE,-0.00675827585416235
3_BOLCC_062014.xls,CC,casas_cambio,nuevo,47,Otros,,51450.21461847,31,51592.81763747,entidad_en_columna,,TRUE,-0.0027640091301475
3_BOLCC_062014.xls,CC,casas_cambio,nuevo,49,RESULTADO ANTES DE PREVISIÓN,,18262.86957975,31,18505.08777975,entidad_en_columna,,TRUE,-0.0130892759268655
3_BOLCC_062014.xls,CC,casas_cambio,nuevo,55,UTILIDAD ANTES DE IMPUESTO,,18196.28845748,32,18438.50665748,entidad_en_columna,,TRUE,-0.0131365410713316
3_BOLCC_062015(1).xls,CC,casas_cambio,nuevo,15,Otros Activos,,4363.57935753,31,4403.48642353,entidad_en_columna,,TRUE,-0.00906260679873035
3_BOLCC_062015(1).xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,55040.65860142,31,55959.88039242,entidad_en_columna,,TRUE,-0.0164264430973391
3_BOLCC_062015(1).xls,CC,casas_cambio,nuevo,38,Egresos,,112528.50889,31,113137.876551,entidad_en_columna,,TRUE,-0.00538606238314294
3_BOLCC_062015(1).xls,CC,casas_cambio,nuevo,51,INGRESOS EXTRAO. NETOS,,172.82064552,31,172.63055552,entidad_en_columna,,TRUE,0.00110113762553436
3_BOLCC_072014.xls,CC,casas_cambio,nuevo,15,Otros Activos,,5494.72172892,31,5557.68231092,entidad_en_columna,,TRUE,-0.0113285680033009
3_BOLCC_072014.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,68543.26431009,31,69066.41370109,entidad_en_columna,,TRUE,-0.00757458456239118
3_BOLCC_072014.xls,CC,casas_cambio,nuevo,38,Egresos,,117194.704123,31,117960.888008,entidad_en_columna,,TRUE,-0.00649523666647893
3_BOLCC_072014.xls,CC,casas_cambio,nuevo,47,Otros,,61914.32623787,31,62076.44647587,entidad_en_columna,,TRUE,-0.00261162239792535
3_BOLCC_072014.xls,CC,casas_cambio,nuevo,49,RESULTADO ANTES DE PREVISIÓN,,22544.20522207,31,22736.19253907,entidad_en_columna,,TRUE,-0.00844412786662002
3_BOLCC_072014.xls,CC,casas_cambio,nuevo,55,UTILIDAD ANTES DE IMPUESTO,,22163.27010799,32,22355.25742499,entidad_en_columna,,TRUE,-0.0085880163824635
3_BOLCC_072015.xls,CC,casas_cambio,nuevo,15,Otros Activos,,4666.38524521,31,4704.33165121,entidad_en_columna,,TRUE,-0.00806626930527737
3_BOLCC_072015.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,65782.96269684,31,66947.23740084,entidad_en_columna,,TRUE,-0.0173909297709931
3_BOLCC_072015.xls,CC,casas_cambio,nuevo,38,Egresos,,131997.459429,31,132654.411805,entidad_en_columna,,TRUE,-0.00495235979761993
3_BOLCC_082014.xls,CC,casas_cambio,nuevo,15,Otros Activos,,5271.02835939,31,5331.78057339,entidad_en_columna,,TRUE,-0.0113943575066093
3_BOLCC_082014.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,77922.79647349,31,78538.93800949,entidad_en_columna,,TRUE,-0.00784504542097999
3_BOLCC_082014.xls,CC,casas_cambio,nuevo,38,Egresos,,135261.368084,31,136186.461096,entidad_en_columna,,TRUE,-0.00679284126010105
3_BOLCC_082014.xls,CC,casas_cambio,nuevo,47,Otros,,71015.22603554,31,71185.41399654,entidad_en_columna,,TRUE,-0.00239077012333279
3_BOLCC_082014.xls,CC,casas_cambio,nuevo,49,RESULTADO ANTES DE PREVISIÓN,,27053.0031017,31,27195.6141177,entidad_en_columna,,TRUE,-0.00524389761462309
3_BOLCC_082014.xls,CC,casas_cambio,nuevo,55,UTILIDAD ANTES DE IMPUESTO,,26678.95338918,32,26821.56440518,entidad_en_columna,,TRUE,-0.00531702826299268
3_BOLCC_08_2015.xls,CC,casas_cambio,nuevo,15,Otros Activos,,4851.83360789,31,4887.81935389,entidad_en_columna,,TRUE,-0.00736233141909386
3_BOLCC_08_2015.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,76325.64746281,31,77646.03196381,entidad_en_columna,,TRUE,-0.0170051767953243
3_BOLCC_08_2015.xls,CC,casas_cambio,nuevo,38,Egresos,,153770.6527,31,154580.46116,entidad_en_columna,,TRUE,-0.00523875044700359
3_BOLCC_08_2015.xls,CC,casas_cambio,nuevo,51,INGRESOS EXTRAO. NETOS,,233.87248792,31,238.17924592,entidad_en_columna,,TRUE,-0.0180820036748564
3_BOLCC_092014.xls,CC,casas_cambio,nuevo,15,Otros Activos,,5143.58769586,31,5202.13154186,entidad_en_columna,,TRUE,-0.0112538188488535
3_BOLCC_092014.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,84899.1415248,31,85566.1404868,entidad_en_columna,,TRUE,-0.00779512735067117
3_BOLCC_092014.xls,CC,casas_cambio,nuevo,38,Egresos,,155060.297362,31,156164.053932,entidad_en_columna,,TRUE,-0.00706792979695966
3_BOLCC_092014.xls,CC,casas_cambio,nuevo,47,Otros,,80612.91643198,31,80810.32015898,entidad_en_columna,,TRUE,-0.00244280342673609
3_BOLCC_092014.xls,CC,casas_cambio,nuevo,49,RESULTADO ANTES DE PREVISIÓN,,38863.87722812,31,38989.08046112,entidad_en_columna,,TRUE,-0.00321123841648112
3_BOLCC_092014.xls,CC,casas_cambio,nuevo,55,UTILIDAD ANTES DE IMPUESTO,,38446.7896236,32,38571.9928566,entidad_en_columna,,TRUE,-0.00324596225726508
3_BOLCC_092015.xls,CC,casas_cambio,nuevo,15,Otros Activos,,4968.12705857,31,5002.15214457,entidad_en_columna,,TRUE,-0.0068020893840536
3_BOLCC_092015.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,87588.04929946,31,89083.69402746,entidad_en_columna,,TRUE,-0.0167892086686364
3_BOLCC_092015.xls,CC,casas_cambio,nuevo,38,Egresos,,174262.339033,31,175181.663169,entidad_en_columna,,TRUE,-0.00524783313144537
3_BOLCC_092015.xls,CC,casas_cambio,nuevo,51,INGRESOS EXTRAO. NETOS,,356.63838792,31,360.94514592,entidad_en_columna,,TRUE,-0.011931890617403
3_BOLCC_102014.xls,CC,casas_cambio,nuevo,15,Otros Activos,,5226.71464384,31,5283.05012184,entidad_en_columna,,TRUE,-0.0106634381088134
3_BOLCC_102014.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,98038.4306733,31,98808.7480233,entidad_en_columna,,TRUE,-0.00779604402859502
3_BOLCC_102014.xls,CC,casas_cambio,nuevo,38,Egresos,,179737.199492,31,180966.797657,entidad_en_columna,,TRUE,-0.00679460641907652
3_BOLCC_102014.xls,CC,casas_cambio,nuevo,47,Otros,,93129.21858308,31,93349.27414708,entidad_en_columna,,TRUE,-0.00235733556592286
3_BOLCC_102014.xls,CC,casas_cambio,nuevo,49,RESULTADO ANTES DE PREVISIÓN,,51862.38455152,31,52058.30861452,entidad_en_columna,,TRUE,-0.00376355029992921
3_BOLCC_102014.xls,CC,casas_cambio,nuevo,55,UTILIDAD ANTES DE IMPUESTO,,51553.342701,32,51749.266764,entidad_en_columna,,TRUE,-0.00378602587537121
3_BOLCC_102015.xls,CC,casas_cambio,nuevo,15,Otros Activos,,5147.09591325,31,5179.16033925,entidad_en_columna,,TRUE,-0.00619104717747418
3_BOLCC_102015.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,95951.96094997,31,97542.35322197,entidad_en_columna,,TRUE,-0.0163046330077853
3_BOLCC_102015.xls,CC,casas_cambio,nuevo,38,Egresos,,196784.751994,31,197765.858598,entidad_en_columna,,TRUE,-0.00496095034277025
3_BOLCC_102015.xls,CC,casas_cambio,nuevo,51,INGRESOS EXTRAO. NETOS,,449.47509791,31,453.78185591,entidad_en_columna,,TRUE,-0.0094908113753544
3_BOLCC_122014.xls,CC,casas_cambio,nuevo,15,Otros Activos,,5126.98567845,31,5176.69604445,entidad_en_columna,,TRUE,-0.00960272064907006
3_BOLCC_122014.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,115494.45045451,31,116352.91398351,entidad_en_columna,,TRUE,-0.0073781008107943
3_BOLCC_122014.xls,CC,casas_cambio,nuevo,38,Egresos,,221644.07795,31,223070.870795,entidad_en_columna,,TRUE,-0.00639614145905712
3_BOLCC_122014.xls,CC,casas_cambio,nuevo,47,Otros,,113754.30273997,31,114026.28326097,entidad_en_columna,,TRUE,-0.00238524411409203
3_BOLCC_122014.xls,CC,casas_cambio,nuevo,49,RESULTADO ANTES DE PREVISIÓN,,60523.20053513,31,60756.29341813,entidad_en_columna,,TRUE,-0.00383652243884991
3_BOLCC_122014.xls,CC,casas_cambio,nuevo,55,UTILIDAD ANTES DE IMPUESTO,,59876.03942861,32,60109.13231161,entidad_en_columna,,TRUE,-0.00387782811090405
3_BOLCC_122014.xls,CC,casas_cambio,nuevo,57,IMPUESTO A LA RENTA,,4383.704465,31,4402.351896,entidad_en_columna,,TRUE,-0.00423578837869405
3_BOLCC_122015.xls,CC,casas_cambio,nuevo,15,Otros Activos,,6080.59614461,30,6106.77859061,entidad_en_columna,,TRUE,-0.00428743986891204
3_BOLCC_122015.xls,CC,casas_cambio,nuevo,30,Egresos Financieros,,135196.64145319,30,137137.02898919,entidad_en_columna,,TRUE,-0.0141492604171332
3_BOLCC_122015.xls,CC,casas_cambio,nuevo,38,Egresos,,252528.808429,30,253772.976741,entidad_en_columna,,TRUE,-0.00490268242102767
3_BOLCC_122015.xls,CC,casas_cambio,nuevo,51,INGRESOS EXTRAO. NETOS,,475.38886691,30,479.69562491,entidad_en_columna,,TRUE,-0.00897810564940651
BANCOS.xls,30,bancos,clasico,,,,14.0256930146361,16,0.859513895088423,entidad_en_fila,3,TRUE,13.1661791195477
BANCOS.xls,30,bancos,clasico,,,,1.1610224113329,16,0.0883310596594189,entidad_en_fila,4,TRUE,1.07269135167348
BANCOS.xls,30,bancos,clasico,,,,0.235603859471959,16,0.0133466566712132,entidad_en_fila,5,TRUE,0.222257202800746
BANCOS.xls,30,bancos,clasico,,,,0.246302372661209,16,0.0155690582554851,entidad_en_fila,6,TRUE,0.230733314405724
BANCOS.xls,30,bancos,clasico,,,,0.0897776735262547,16,0.00600086057541323,entidad_en_fila,7,TRUE,0.0837768129508414
BANCOS.xls,30,bancos,clasico,,,,0.0394841113352573,16,0.00342906136520719,entidad_en_fila,8,TRUE,0.0360550499700502
BANCOS.xls,30,bancos,clasico,,,,0.0463614119905926,16,0.00302857295618451,entidad_en_fila,9,TRUE,0.0433328390344081
BANCOS.xls,30,bancos,clasico,,,,0.155755145045733,16,0.0107808354286553,entidad_en_fila,10,TRUE,0.144974309617078
BANCOS.xls,30,bancos,clasico,,,,16,16,1,entidad_en_fila,11,TRUE,15
BANCOS.xls,32,bancos,clasico,,Agricultura,,3.44336267703643,16,0.246557785600005,entidad_en_fila,3,TRUE,3.19680489143643
BANCOS.xls,32,bancos,clasico,,Ganadería,,1.48211640497667,16,0.112312250493375,entidad_en_fila,4,TRUE,1.36980415448329
BANCOS.xls,32,bancos,clasico,,Industria,,1.74727087722403,16,0.109038601266892,entidad_en_fila,5,TRUE,1.63823227595714
BANCOS.xls,32,bancos,clasico,,Comercio > Por Mayor,,2.7081802885464,16,0.139652616364243,entidad_en_fila,6,TRUE,2.56852767218216
BANCOS.xls,32,bancos,clasico,,Comercio > Por Menor,,1.53234503882044,16,0.0815439214448976,entidad_en_fila,7,TRUE,1.45080111737554
BANCOS.xls,32,bancos,clasico,,Comercio > Servicio,,1.10753311664425,16,0.0848952338885995,entidad_en_fila,8,TRUE,1.02263788275565
BANCOS.xls,32,bancos,clasico,,Comercio > Consumo,,2.31096286075946,16,0.153896553789382,entidad_en_fila,9,TRUE,2.15706630697007
BANCOS.xls,32,bancos,clasico,,Comercio > Exportación,,0.0629958378701729,16,0.00433325486664809,entidad_en_fila,10,TRUE,0.0586625830035248
BANCOS.xls,32,bancos,clasico,,Sector > Financiero,,1.60523289812216,16,0.0677697822859579,entidad_en_fila,11,TRUE,1.5374631158362
BANCOS.xls,32,bancos,clasico,,TOTAL > Financiero,,16,16,1,entidad_en_fila,12,TRUE,15
BANCOS.xls,37,bancos,clasico,,,,1008121.044193,16,990695.813336,entidad_en_fila,7,TRUE,0.0175888810898711
BOLB 012011.xls,EVOL CRÉD,bancos,clasico,,,,45616096.5450137,30,18979631.8214706,entidad_en_fila,3,TRUE,1.40342367934718
BOLB 012011.xls,EVOL CRÉD,bancos,clasico,,,,22788525.3137139,19,20607856.6970799,entidad_en_fila,6,TRUE,0.105817341836573
BOLB 012011.xls,EVOL CRÉD,bancos,clasico,,,,26253845.4696915,15,26600803.3585035,entidad_en_fila,14,TRUE,-0.0130431357330073
BOLB 012011.xls,EVOL CRÉD,bancos,clasico,,,,26636464.7235431,15,26984189.4220281,entidad_en_fila,15,TRUE,-0.0128862384208265
BOLB 012011.xls,EVOL CRÉD Venc,bancos,clasico,,,,2523400.97886411,19,342732.36223011,entidad_en_fila,5,TRUE,6.36259909173649
BOLB 012011.xls,EVOL CRÉD Venc,bancos,clasico,,,,324008.14489949,15,338688.54907349,entidad_en_fila,13,TRUE,-0.0433448494617233
BOLB 012011.xls,EVOL CRÉD Venc,bancos,clasico,,,,360203.83707853,15,374936.96172153,entidad_en_fila,14,TRUE,-0.0392949379419741
BOLB 012011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,22445792.9514838,19,20265124.3348498,entidad_en_fila,5,TRUE,0.107606969520731
BOLB 012011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,25929837.324792,15,26262114.80943,entidad_en_fila,13,TRUE,-0.0126523506217669
BOLB 012011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,26276260.8864645,15,26609252.4603065,entidad_en_fila,14,TRUE,-0.0125141273449428
BOLB 012011.xls,EVOL DEP,bancos,clasico,,,,65272358.7472216,30,30145910.0477169,entidad_en_fila,3,TRUE,1.16521440699266
BOLB 012011.xls,EVOL DEP,bancos,clasico,,,,34788225.2265189,19,32607556.6098849,entidad_en_fila,6,TRUE,0.066876173603665
BOLB 012011.xls,EVOL DEP,bancos,clasico,,,,33139771.9071356,19,32479790.1994105,entidad_en_fila,7,TRUE,0.0203197651115691
BOLB 012011.xls,PAG14 (2),bancos,clasico,,Títulos > Intereses > devengados > (34),,16993069.4812481,16,10399516.6861715,entidad_en_fila,8,TRUE,0.634024925777974
BOLB 012011.xls,PAG16,bancos,clasico,,LINEAS > DE CREDITO > ACORDADAS > (56),,2797485.93277645,16,2738840.80247445,entidad_en_fila,7,TRUE,0.0214123910557404
BOLB 012011.xls,PAG16,bancos,clasico,,TOTAL > CONTINGENTES > ACORDADAS > (52+53+54+55+56+57=58),,4354518.0507412,16,4295872.9204392,entidad_en_fila,9,TRUE,0.0136515049183541
BOLB 012012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,36441726.4479629,32,14562.639472,entidad_en_fila,3,TRUE,2501.41218413945
BOLB 012012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,2201196.627816,20,20528.011182,entidad_en_fila,6,TRUE,106.228927746596
BOLB 012012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,696474.51001007,20,36492.802285,entidad_en_fila,7,TRUE,18.0852569931674
BOLB 012012.xls,EVOL ACTIV CONSTRUCCIONES,bancos,clasico,,,,36918969.1969249,32,491805.388434,entidad_en_fila,3,TRUE,74.0682486714547
BOLB 012012.xls,EVOL ACTIV CONSTRUCCIONES,bancos,clasico,,,,2679312.913322,20,498644.296688,entidad_en_fila,6,TRUE,4.37319474246075
BOLB 012012.xls,EVOL ACTIV CONSTRUCCIONES,bancos,clasico,,,,1159040.86422707,20,499059.156502,entidad_en_fila,7,TRUE,1.32245185591024
BOLB 012012.xls,EVOL ACTIV SOJA,bancos,clasico,,,,40137418.0711229,32,3710254.262632,entidad_en_fila,3,TRUE,9.81796966729983
BOLB 012012.xls,EVOL ACTIV SOJA,bancos,clasico,,,,5725434.61082,20,3544765.994186,entidad_en_fila,6,TRUE,0.615179851141276
BOLB 012012.xls,EVOL ACTIV SOJA,bancos,clasico,,,,4266724.69407007,20,3606742.986345,entidad_en_fila,7,TRUE,0.182985510812314
BOLB 012012.xls,EVOL ACTIV TRIGO,bancos,clasico,,,,36543198.6028559,32,116034.794365,entidad_en_fila,3,TRUE,313.933109528382
BOLB 012012.xls,EVOL ACTIV TRIGO,bancos,clasico,,,,2293103.131221,20,112434.514587,entidad_en_fila,6,TRUE,19.3950107281927
BOLB 012012.xls,EVOL ACTIV TRIGO,bancos,clasico,,,,752936.71233607,20,92955.004611,entidad_en_fila,7,TRUE,7.10001264038418
BOLB 012012.xls,EVOL CRÉD,bancos,clasico,,,,61604323.2175514,31,26984189.4220281,entidad_en_fila,3,TRUE,1.28297846024094
BOLB 012012.xls,EVOL CRÉD Venc,bancos,clasico,,,,1025796.12966064,31,374936.96172153,entidad_en_fila,3,TRUE,1.73591625896438
BOLB 012012.xls,EVOL CRÉD Vigen,bancos,clasico,,,,60578527.0878908,31,26609252.4603065,entidad_en_fila,3,TRUE,1.27659635227471
BOLB 012012.xls,EVOL CRÉD Vigen,bancos,clasico,,,,26902983.5670585,16,26984189.4220281,entidad_en_fila,4,TRUE,-0.00300938648552845
BOLB 012012.xls,EVOL DEP,bancos,clasico,,,,76113272.4605282,31,35443082.8323977,entidad_en_fila,3,TRUE,1.14747889794041
BOLB 012012.xls,EVOL DEP,bancos,clasico,,,,38607832.4251249,20,36427163.8084909,entidad_en_fila,6,TRUE,0.0598638046074205
BOLB 012012.xls,EVOL DEP,bancos,clasico,,,,37712948.2372149,20,37052966.5294898,entidad_en_fila,7,TRUE,0.0178118452998845
BOLB 012012.xls,PAG16,bancos,clasico,,CREDITOS > DOCUMENTARIOS > BANCOS > (55),,606632.0333435,15,592285.2370685,entidad_en_fila,6,TRUE,0.0242227821615294
BOLB 012012.xls,PAG16,bancos,clasico,,LINEAS > DE CREDITO > ACORDADAS > (56),,3366588.09123687,15,3270956.40724787,entidad_en_fila,7,TRUE,0.0292366121960834
BOLB 012012.xls,PAG16,bancos,clasico,,TOTAL > CONTINGENTES > ACORDADAS > (52+53+54+55+56+57=58),,4912598.27412737,15,4802569.27416337,entidad_en_fila,9,TRUE,0.0229104451560808
BOLB 022011.xls,EVOL CRÉD,bancos,clasico,,,,46719798.8130748,31,19413740.9986822,entidad_en_fila,3,TRUE,1.40653250788944
BOLB 022011.xls,EVOL CRÉD,bancos,clasico,,,,26253845.4696915,15,26600803.3585035,entidad_en_fila,13,TRUE,-0.0130431357330073
BOLB 022011.xls,EVOL CRÉD,bancos,clasico,,,,26636464.7235431,15,26984189.4220281,entidad_en_fila,14,TRUE,-0.0128862384208265
BOLB 022011.xls,EVOL CRÉD,bancos,clasico,,,,26953533.3314706,15,27306057.8143926,entidad_en_fila,15,TRUE,-0.0129101199930879
BOLB 022011.xls,EVOL CRÉD Venc,bancos,clasico,,,,726877.48818572,31,323803.24085164,entidad_en_fila,3,TRUE,1.24481227017354
BOLB 022011.xls,EVOL CRÉD Venc,bancos,clasico,,,,324008.14489949,15,338688.54907349,entidad_en_fila,12,TRUE,-0.0433448494617233
BOLB 022011.xls,EVOL CRÉD Venc,bancos,clasico,,,,360203.83707853,15,374936.96172153,entidad_en_fila,13,TRUE,-0.0392949379419741
BOLB 022011.xls,EVOL CRÉD Venc,bancos,clasico,,,,388388.32687608,15,403074.24733408,entidad_en_fila,14,TRUE,-0.0364347773521435
BOLB 022011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,46705392.9486123,31,19802409.3815539,entidad_en_fila,3,TRUE,1.35857122477828
BOLB 022011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,25929837.324792,15,26262114.80943,entidad_en_fila,12,TRUE,-0.0126523506217669
BOLB 022011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,26276260.8864645,15,26609252.4603065,entidad_en_fila,13,TRUE,-0.0125141273449428
BOLB 022011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,26565145.0045945,15,26902983.5670585,entidad_en_fila,14,TRUE,-0.0125576615553403
BOLB 022011.xls,EVOL DEP,bancos,clasico,,,,65565731.3304553,30,30145910.0477169,entidad_en_fila,3,TRUE,1.17494616107703
BOLB 022011.xls,EVOL DEP,bancos,clasico,,,,34788225.2265189,19,32607556.6098849,entidad_en_fila,6,TRUE,0.066876173603665
BOLB 022011.xls,EVOL DEP,bancos,clasico,,,,33139771.9071356,19,32479790.1994105,entidad_en_fila,7,TRUE,0.0203197651115691
BOLB 022011.xls,PAG16,bancos,clasico,,LINEAS > DE CREDITO > ACORDADAS > (56),,2872840.66674928,16,2813417.96996928,entidad_en_fila,7,TRUE,0.0211211762398206
BOLB 022011.xls,PAG16,bancos,clasico,,TOTAL > CONTINGENTES > ACORDADAS > (52+53+54+55+56+57=58),,4330292.71161418,16,4270870.01483418,entidad_en_fila,9,TRUE,0.0139134875502192
BOLB 022012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,36442526.1124329,32,15362.303942,entidad_en_fila,3,TRUE,2371.20447206492
BOLB 022012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,2217161.418919,20,36492.802285,entidad_en_fila,6,TRUE,59.7561294307711
BOLB 022012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,695666.01100607,20,35684.303281,entidad_en_fila,7,TRUE,18.4950145314025
BOLB 022012.xls,EVOL ACTIV CONSTRUCCIONES,bancos,clasico,,,,36935436.5551029,32,508272.746612,entidad_en_fila,3,TRUE,71.6685363346823
BOLB 022012.xls,EVOL ACTIV CONSTRUCCIONES,bancos,clasico,,,,2679727.773136,20,499059.156502,entidad_en_fila,6,TRUE,4.36955937632468
BOLB 022012.xls,EVOL ACTIV CONSTRUCCIONES,bancos,clasico,,,,1157608.54510007,20,497626.837375,entidad_en_fila,7,TRUE,1.32625826855822
BOLB 022012.xls,EVOL ACTIV SOJA,bancos,clasico,,,,40146432.7970839,32,3719268.988593,entidad_en_fila,3,TRUE,9.79417297329475
BOLB 022012.xls,EVOL ACTIV SOJA,bancos,clasico,,,,5787411.602979,20,3606742.986345,entidad_en_fila,6,TRUE,0.604608818784685
BOLB 022012.xls,EVOL ACTIV SOJA,bancos,clasico,,,,4214970.33504507,20,3554988.62732,entidad_en_fila,7,TRUE,0.185649456837394
BOLB 022012.xls,EVOL ACTIV TRIGO,bancos,clasico,,,,36562989.4404219,32,135825.631931,entidad_en_fila,3,TRUE,268.190644804038
BOLB 022012.xls,EVOL ACTIV TRIGO,bancos,clasico,,,,2273623.621245,20,92955.004611,entidad_en_fila,6,TRUE,23.4593998005778
BOLB 022012.xls,EVOL ACTIV TRIGO,bancos,clasico,,,,736668.12735307,20,76686.419628,entidad_en_fila,7,TRUE,8.60623968267903
BOLB 022012.xls,EVOL CRÉD,bancos,clasico,,,,60540402.8294078,31,27306057.8143926,entidad_en_fila,3,TRUE,1.21710520211006
BOLB 022012.xls,EVOL CRÉD Venc,bancos,clasico,,,,1097542.27008689,31,403074.24733408,entidad_en_fila,3,TRUE,1.72292828764427
BOLB 022012.xls,EVOL CRÉD Vigen,bancos,clasico,,,,59442860.5593209,31,26984189.4220281,entidad_en_fila,3,TRUE,1.20287738236805
BOLB 022012.xls,EVOL DEP,bancos,clasico,,,,75535610.3539363,31,35749587.6360203,entidad_en_fila,3,TRUE,1.11290857737975
BOLB 022012.xls,EVOL DEP,bancos,clasico,,,,39233635.1461238,20,37052966.5294898,entidad_en_fila,6,TRUE,0.0588527403034907
BOLB 022012.xls,EVOL DEP,bancos,clasico,,,,37024170.7147347,20,36364189.0070096,entidad_en_fila,7,TRUE,0.0181492211361531
BOLB 022012.xls,PAG16,bancos,clasico,,CREDITOS > DOCUMENTARIOS > BANCOS > (55),,606856.5121065,15,593852.9443565,entidad_en_fila,6,TRUE,0.0218969491918422
BOLB 022012.xls,PAG16,bancos,clasico,,LINEAS > DE CREDITO > ACORDADAS > (56),,3322564.8969516,15,3224159.3289586,entidad_en_fila,7,TRUE,0.0305213105038406
BOLB 022012.xls,PAG16,bancos,clasico,,TOTAL > CONTINGENTES > ACORDADAS > (52+53+54+55+56+57=58),,4968212.6029021,15,4856758.0261591,entidad_en_fila,9,TRUE,0.022948348701478
BOLB 032011.xls,EVOL CRÉD,bancos,clasico,,,,46849740.7021004,31,20126212.6224055,entidad_en_fila,3,TRUE,1.32779716586841
BOLB 032011.xls,EVOL CRÉD,bancos,clasico,,,,26253845.4696915,15,26600803.3585035,entidad_en_fila,12,TRUE,-0.0130431357330073
BOLB 032011.xls,EVOL CRÉD,bancos,clasico,,,,26636464.7235431,15,26984189.4220281,entidad_en_fila,13,TRUE,-0.0128862384208265
BOLB 032011.xls,EVOL CRÉD,bancos,clasico,,,,26953533.3314706,15,27306057.8143926,entidad_en_fila,14,TRUE,-0.0129101199930879
BOLB 032011.xls,EVOL CRÉD,bancos,clasico,,,,26593728.070207,15,26944426.273658,entidad_en_fila,15,TRUE,-0.013015612204512
BOLB 032011.xls,EVOL CRÉD Venc,bancos,clasico,,,,715697.0647415,31,323803.24085164,entidad_en_fila,3,TRUE,1.21028382192573
BOLB 032011.xls,EVOL CRÉD Venc,bancos,clasico,,,,324008.14489949,15,338688.54907349,entidad_en_fila,12,TRUE,-0.0433448494617233
BOLB 032011.xls,EVOL CRÉD Venc,bancos,clasico,,,,360203.83707853,15,374936.96172153,entidad_en_fila,13,TRUE,-0.0392949379419741
BOLB 032011.xls,EVOL CRÉD Venc,bancos,clasico,,,,388388.32687608,15,403074.24733408,entidad_en_fila,14,TRUE,-0.0364347773521435
BOLB 032011.xls,EVOL CRÉD Venc,bancos,clasico,,,,378703.64560286,15,391893.82388986,entidad_en_fila,15,TRUE,-0.0336575303894225
BOLB 032011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,46134043.6373589,31,19802409.3815539,entidad_en_fila,3,TRUE,1.32971870990271
BOLB 032011.xls,EVOL CRÉD Vigen,bancos,clasico,,,,26902983.5670585,16,26984189.4220281,entidad_en_fila,14,TRUE,-0.00300938648552845
BOLB 032011.xls,EVOL DEP,bancos,clasico,,,,66954402.7922516,31,31266563.9790863,entidad_en_fila,3,TRUE,1.14140584290094
BOLB 032011.xls,EVOL DEP,bancos,clasico,,,,34798995.5481618,19,32618326.9315278,entidad_en_fila,6,TRUE,0.0668540916035223
BOLB 032011.xls,EVOL DEP,bancos,clasico,,,,34119330.8926637,19,33459349.1849386,entidad_en_fila,7,TRUE,0.019724881798423
BOLB 032011.xls,PAG16,bancos,clasico,,LINEAS > DE CREDITO > ACORDADAS > (56),,2948151.47796027,16,2886943.80014527,entidad_en_fila,7,TRUE,0.0212015480910715
BOLB 032011.xls,PAG16,bancos,clasico,,TOTAL > CONTINGENTES > ACORDADAS > (52+53+54+55+56+57=58),,4289159.75082729,16,4227952.07301229,entidad_en_fila,9,TRUE,0.0144769090940505
BOLB 032012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,36466236.1587009,32,39072.35021,entidad_en_fila,3,TRUE,932.300299641762
BOLB 032012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,2216352.919915,20,35684.303281,entidad_en_fila,6,TRUE,61.110023627534
BOLB 032012.xls,EVOL ACTIV ALGODÓN,bancos,clasico,,,,687902.24448507,20,27920.53676,entidad_en_fila,7,TRUE,23.6378588777915
