archivo,sha256,tipo,diseno,fecha_corte,version,hoja,leidas,numericas,texto
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,SUC - BAN,145,104,41
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG10,307,256,51
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,GRAFICOS,94,68,26
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,TORTAS1,62,40,22
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG12,430,346,84
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG13,257,192,65
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG14,468,370,98
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG14 (2),231,170,61
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,DEPOSITOS,197,116,81
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,EVOL DEP,416,355,61
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,Dep. Gráficos,21,20,1
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,DEPOSITOS GRAFICOS,83,53,30
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG15,434,346,88
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG16,227,171,56
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG17,255,192,63
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG17 (2),549,500,49
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG18,308,236,72
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,PAG19,842,661,181
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,MOROSIDAD,350,269,81
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,MOROSIDAD MN,287,224,63
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,MOROSIDAD ME,287,224,63
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,EVOL CRÉD,416,345,71
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,EVOL CRÉD Vigen,371,302,69
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,EVOL CRÉD Venc,371,302,69
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,EVOL MORO,420,349,71
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,CART-CLASIS,379,337,42
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,CART-CLASIS Part,375,333,42
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,CART-ACTIV,520,466,54
BOLB 012011.xls,288e0d39845860e69580e74d129481a6e416e890907474f7819fa4401d2a9a95,bancos,clasico,2011-01-31,unica,CART-ACTIV Part,510,456,54
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,SUC - BAN,145,104,41
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG10,307,256,51
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,GRAFICOS,94,68,26
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,TORTAS1,62,40,22
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG12,430,346,84
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG13,257,192,65
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG14,469,371,98
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG14 (2),233,172,61
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,DEPOSITOS,197,116,81
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,EVOL DEP,437,376,61
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,Dep. Gráficos,21,20,1
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,DEPOSITOS GRAFICOS,83,57,26
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG15,434,346,88
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG16,227,171,56
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG17,255,192,63
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG17 (2),549,500,49
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG18,308,236,72
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,PAG19,842,662,180
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,MOROSIDAD,350,269,81
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,MOROSIDAD MN,245,188,57
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,MOROSIDAD ME,247,190,57
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,EVOL CRÉD,411,339,72
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,EVOL CRÉD Vigen,386,316,70
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,EVOL CRÉD Venc,386,316,70
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,EVOL MORO,410,339,71
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,CART-CLASIS,379,337,42
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,CART-CLASIS Part,375,333,42
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,CART-ACTIV,520,466,54
BOLB 022011.xls,59f64f9965411adcf2922c36e8d9ff76e7b4a3e82425c06da5e3203bdc51777b,bancos,clasico,2011-02-28,unica,CART-ACTIV Part,510,456,54
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,SUC - BAN,145,104,41
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG10,307,256,51
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,GRAFICOS,94,68,26
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,TORTAS1,62,40,22
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG12,430,346,84
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG13,257,192,65
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG14,469,371,98
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG14 (2),233,172,61
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,DEPOSITOS,197,116,81
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,EVOL DEP,414,352,62
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,Dep. Gráficos,21,20,1
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,DEPOSITOS GRAFICOS,83,57,26
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG15,434,346,88
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG16,227,171,56
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG17,255,192,63
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG17 (2),549,500,49
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG18,308,236,72
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,PAG19,842,662,180
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,MOROSIDAD,350,269,81
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,MOROSIDAD MN,245,188,57
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,MOROSIDAD ME,247,190,57
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,EVOL CRÉD,410,340,70
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,EVOL CRÉD Vigen,402,340,62
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,EVOL CRÉD Venc,414,343,71
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,EVOL MORO,411,340,71
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,CART-CLASIS,379,337,42
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,CART-CLASIS Part,375,333,42
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,CART-ACTIV,520,466,54
BOLB 032011.xls,0e16011001c428778b10ba31d1f023ff606594199559adadf2858d5b8ab9cf20,bancos,clasico,2011-03-31,unica,CART-ACTIV Part,510,456,54
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,SUC - BAN,145,104,41
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG10,307,256,51
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,GRAFICOS,94,68,26
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,TORTAS1,62,40,22
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG12,430,346,84
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG13,257,192,65
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG14,436,347,89
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG14 (2),230,170,60
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,DEPOSITOS,197,116,81
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL DEP,414,353,61
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,DEPOSITOS GRAFICOS,83,57,26
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG15,434,346,88
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG16,227,171,56
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG17,255,192,63
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG17 (2),549,500,49
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG18,308,236,72
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,PAG19,842,661,181
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,MOROSIDAD,350,269,81
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,MOROSIDAD MN,287,224,63
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,MOROSIDAD ME,287,224,63
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL CRÉD,412,342,70
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL CRÉD Vigen,403,341,62
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL CRÉD Venc,413,344,69
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL MORO,410,341,69
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,CART-CLASIS,378,337,41
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,CART-CLASIS Part,375,333,42
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,CART-ACTIV,520,466,54
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,CART-ACTIV Part,510,456,54
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL ACTIV TRIGO,345,284,61
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL ACTIV ALGODÓN,306,245,61
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL ACTIV SOJA,390,329,61
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL ACTIV CONSTRUCCIONES,391,330,61
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,EVOL ACTIV VIVIENDA,265,230,35
BOLB 042011.xls,4805d250d68a4b7972143eb898c50b6b3d8d302d09703e2f1f3d63fb1ec940c0,bancos,clasico,2011-04-30,unica,Gráficos Evol Activ,15,13,2
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,SUC - BAN,145,104,41
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG10,307,256,51
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,GRAFICOS,94,68,26
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,TORTAS1,62,40,22
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG12,430,346,84
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG13,257,192,65
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG14,469,371,98
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG14 (2),233,172,61
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,DEPOSITOS,197,116,81
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL DEP,415,354,61
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,Dep. Gráficos,21,20,1
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,DEPOSITOS GRAFICOS,83,53,30
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG15,434,346,88
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG16,227,171,56
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG17,255,192,63
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG17 (2),549,500,49
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG18,308,236,72
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,PAG19,841,661,180
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,MOROSIDAD,350,269,81
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,MOROSIDAD MN,287,224,63
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,MOROSIDAD ME,287,224,63
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL CRÉD,412,343,69
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL CRÉD Vigen,404,342,62
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL CRÉD Venc,413,345,68
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL MORO,410,342,68
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,CART-CLASIS,378,337,41
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,CART-CLASIS Part,375,333,42
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,CART-ACTIV,520,466,54
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,CART-ACTIV Part,510,456,54
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL ACTIV TRIGO,357,296,61
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL ACTIV ALGODÓN,319,258,61
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL ACTIV SOJA,404,343,61
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL ACTIV CONSTRUCCIONES,405,344,61
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,EVOL ACTIV VIVIENDA,279,244,35
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,Gráficos Evol Activ,15,13,2
BOLB 052011.xls,f78e12237714fb194f9d9aa165f49a06ad1c1adecc9195d1cb1247bdfc8d3181,bancos,clasico,2011-05-31,unica,Calificadoras Bancos,76,16,60
BOLB 062011.xls,9aea566f440218b62b50c855ca0f44aa88cc251e701541d80b3425766f81e86d,bancos,clasico,2011-06-30,unica,SUC - BAN,144,104,40
BOLB 062011.xls,9aea566f440218b62b50c855ca0f44aa88cc251e701541d80b3425766f81e86d,bancos,clasico,2011-06-30,unica,PAG10,306,256,50
BOLB 062011.xls,9aea566f440218b62b50c855ca0f44aa88cc251e701541d80b3425766f81e86d,bancos,clasico,2011-06-30,unica,GRAFICOS,94,68,26
BOLB 062011.xls,9aea566f440218b62b50c855ca0f44aa88cc251e701541d80b3425766f81e86d,bancos,clasico,2011-06-30,unica,TORTAS1,62,40,22
BOLB 062011.xls,9aea566f440218b62b50c855ca0f44aa88cc251e701541d80b3425766f81e86d,bancos,clasico,2011-06-30,unica,PAG12,429,346,83
