build_id,source_bundle_id,attempt_id,schema_version,decision,error_count,warning_count,database_path,bytes,sha256,baseline_sha256
build:e52dcd9ea7cbf6658a0a6d5a,release:dcbccb827b93ee2362ab3c56,attempt:555657fc0085a6ad40cf1127,43,accepted,0,40,database/candidates/accepted_for_review_20260916_202652.duckdb,425209856,f0f9ddb6482b6921c8bbf0b1cf6cd442aefed8c24082b81c57c7799e806ec85b,6079c80ce0edd26f899b9f54fe98f73eee08c90c5f006759b051960edbd7a9fa
