candidate_id,source_id,original_source_label,normalized_label,identity_basis,identity_stability,source_sheets,example_source_row,example_source_column,observation_count,earliest_period,latest_period,series_count,worksheet_presentations,primary_review_category,diagnostic_disposition
economic_annex:cuadro_14_a:00cd315c7b8ba74f56ac97fa,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 a|monthly|Variación% — Acum. — column_12,positional,CUADRO 14 a,13,12,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:4ac09c63af52baaf10ebd92d,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 a|monthly|Variación% — Acum. — column_8,positional,CUADRO 14 a,13,8,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:58e26e1bb5e617b4fd02a185,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 a|monthly|Variación% — Acum. — column_4,positional,CUADRO 14 a,13,4,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:689d66cd504dd19eb43f7c40,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 a|monthly|Variación% — Acum. — column_20,positional,CUADRO 14 a,13,20,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:877d1504cd38f914ed36134b,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 a|monthly|Variación% — Acum. — column_16,positional,CUADRO 14 a,13,16,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:00cd315c7b8ba74f56ac97fa,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_12,positional,CUADRO 14 b,14,12,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:01ca3eea465435eaf2b56624,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_28,positional,CUADRO 14 b,14,28,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:4ac09c63af52baaf10ebd92d,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_8,positional,CUADRO 14 b,14,8,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:58e26e1bb5e617b4fd02a185,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_4,positional,CUADRO 14 b,14,4,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:689d66cd504dd19eb43f7c40,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_20,positional,CUADRO 14 b,14,20,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:7040308f151e222a7a19e830,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_32,positional,CUADRO 14 b,14,32,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:7c6a1dd22f2999a312f18fe9,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_36,positional,CUADRO 14 b,14,36,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:877d1504cd38f914ed36134b,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_16,positional,CUADRO 14 b,14,16,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:88bf380118bd22e6e78ca058,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_24,positional,CUADRO 14 b,14,24,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:951c19beedc205463e81effd,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_40,positional,CUADRO 14 b,170,40,223,2008-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:99d90f76f568d942f9783019,economic_annex,Variación% — Acum.,variación% — acum.,CUADRO 14 b|monthly|Variación% — Acum. — column_44,positional,CUADRO 14 b,14,44,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:01088f3c62b8dccf2ab4c4f5,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 a|monthly|Variación% — Inter. — column_5,positional,CUADRO 14 a,24,5,368,1995-12-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:158e42f2b790497726bce0e5,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 a|monthly|Variación% — Inter. — column_21,positional,CUADRO 14 a,13,21,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:4a47d9f8979b5796fad141e8,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 a|monthly|Variación% — Inter. — column_9,positional,CUADRO 14 a,24,9,368,1995-12-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:9373d266938723ba04120e8e,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 a|monthly|Variación% — Inter. — column_17,positional,CUADRO 14 a,13,17,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:b398953e25c977a7150728c4,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 a|monthly|Variación% — Inter. — column_13,positional,CUADRO 14 a,13,13,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:01088f3c62b8dccf2ab4c4f5,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_5,positional,CUADRO 14 b,14,5,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:158e42f2b790497726bce0e5,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_21,positional,CUADRO 14 b,14,21,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:4754e8847887e770a35a0c25,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_41,positional,CUADRO 14 b,181,41,212,2008-12-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:4a47d9f8979b5796fad141e8,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_9,positional,CUADRO 14 b,14,9,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:573f61f0dde8c84932fd4a4b,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_33,positional,CUADRO 14 b,14,33,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:9373d266938723ba04120e8e,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_17,positional,CUADRO 14 b,14,17,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:955b0d21168c5147400be036,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_37,positional,CUADRO 14 b,14,37,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:a6084136a461c59ec59298b7,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_45,positional,CUADRO 14 b,14,45,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:b398953e25c977a7150728c4,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_13,positional,CUADRO 14 b,14,13,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:cf3ab9039ad910a4e7b35e90,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_29,positional,CUADRO 14 b,14,29,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:fda4c04c885e9351e609ea01,economic_annex,Variación% — Inter.,variación% — inter.,CUADRO 14 b|monthly|Variación% — Inter. — column_25,positional,CUADRO 14 b,14,25,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:262c6eb1f9ce1df8abd8f38c,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 a|monthly|Variación% — Mens. — column_11,positional,CUADRO 14 a,13,11,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:6e06511bfc9911391bb2a308,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 a|monthly|Variación% — Mens. — column_15,positional,CUADRO 14 a,13,15,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:74203217af2b3c9db00162de,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 a|monthly|Variación% — Mens. — column_3,positional,CUADRO 14 a,13,3,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:7d5ef4951008fda3343aa524,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 a|monthly|Variación% — Mens. — column_7,positional,CUADRO 14 a,13,7,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_a:ede41e0f7181ea93b93ee703,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 a|monthly|Variación% — Mens. — column_19,positional,CUADRO 14 a,13,19,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:262c6eb1f9ce1df8abd8f38c,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_11,positional,CUADRO 14 b,14,11,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:34b3c62e4aa79641cdf8f101,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_35,positional,CUADRO 14 b,14,35,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:3526da75328b211adc3cbe84,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_39,positional,CUADRO 14 b,170,39,223,2008-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:4ab66999cf0700e240808f76,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_43,positional,CUADRO 14 b,14,43,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:6e06511bfc9911391bb2a308,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_15,positional,CUADRO 14 b,14,15,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:74203217af2b3c9db00162de,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_3,positional,CUADRO 14 b,14,3,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:7d5ef4951008fda3343aa524,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_7,positional,CUADRO 14 b,14,7,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:9354ccfcfdbc4c0cccb69fd4,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_27,positional,CUADRO 14 b,14,27,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:a017839e1b325fb06b72872c,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_23,positional,CUADRO 14 b,14,23,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:b59dd0a50ea022947102288f,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_31,positional,CUADRO 14 b,14,31,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_14_b:ede41e0f7181ea93b93ee703,economic_annex,Variación% — Mens.,variación% — mens.,CUADRO 14 b|monthly|Variación% — Mens. — column_19,positional,CUADRO 14 b,14,19,379,1995-01-01T00:00:00Z,2026-07-31T00:00:00Z,16,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_43:959c7c0adc30b9484e712ad9,economic_annex,Otros,otros,Cuadro 43|monthly|Otros — column_5,positional,Cuadro 43,11,5,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_43:a2c281617bf8af822d73e36b,economic_annex,Otros,otros,Cuadro 43|monthly|Otros — column_8,positional,Cuadro 43,11,8,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_51a:2f8802cecff1a6d38b384062,economic_annex,Otros,otros,Cuadro 51a|monthly|Otros — row_47,positional,Cuadro 51a,47,2,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_51a:495c2312f4d35461a7b827ad,economic_annex,Otros,otros,Cuadro 51a|monthly|Otros — row_30,positional,Cuadro 51a,30,2,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_51a:d666a2e2559a128f1d5e3c31,economic_annex,Otros,otros,Cuadro 51a|monthly|Otros — row_71,positional,Cuadro 51a,71,2,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_51b:2f8802cecff1a6d38b384062,economic_annex,Otros,otros,Cuadro 51b|monthly|Otros — row_47,positional,Cuadro 51b,47,2,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_51b:495c2312f4d35461a7b827ad,economic_annex,Otros,otros,Cuadro 51b|monthly|Otros — row_30,positional,Cuadro 51b,30,2,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_51b:d666a2e2559a128f1d5e3c31,economic_annex,Otros,otros,Cuadro 51b|monthly|Otros — row_71,positional,Cuadro 51b,71,2,391,1994-01-01T00:00:00Z,2026-07-31T00:00:00Z,8,3,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:57b981b024f09153b1b9419b,economic_annex,1. Inversión directa,1. inversión directa,CUADRO 41|annual|1. Inversión directa — row_43,positional,CUADRO 41,43,6,18,2008-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:8e2b350dae707b9aa35177a5,economic_annex,1. Inversión directa,1. inversión directa,CUADRO 41|quarterly|1. Inversión directa — row_13,positional,CUADRO 41,13,2,73,2008-01-01T00:00:00Z,2026-03-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:b23e688e9d098ef1c191c735,economic_annex,1. Inversión directa,1. inversión directa,CUADRO 41|annual|1. Inversión directa — row_13,positional,CUADRO 41,13,6,18,2008-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:e365d0ca3702502397f317d3,economic_annex,1. Inversión directa,1. inversión directa,CUADRO 41|quarterly|1. Inversión directa — row_43,positional,CUADRO 41,43,2,73,2008-01-01T00:00:00Z,2026-03-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:0016d676f9ebe0b23038a480,economic_annex,2. Inversión de cartera,2. inversión de cartera,CUADRO 41|annual|2. Inversión de cartera — row_18,positional,CUADRO 41,18,6,18,2008-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:059ce6ee7b23135e54ef54cc,economic_annex,2. Inversión de cartera,2. inversión de cartera,CUADRO 41|annual|2. Inversión de cartera — row_48,positional,CUADRO 41,48,6,18,2008-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:981df4df5e305cb979cabe3f,economic_annex,2. Inversión de cartera,2. inversión de cartera,CUADRO 41|quarterly|2. Inversión de cartera — row_18,positional,CUADRO 41,18,2,73,2008-01-01T00:00:00Z,2026-03-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:d7f4fc2ca7bc8f04db492f9c,economic_annex,2. Inversión de cartera,2. inversión de cartera,CUADRO 41|quarterly|2. Inversión de cartera — row_48,positional,CUADRO 41,48,2,73,2008-01-01T00:00:00Z,2026-03-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:0a2801a5d3d51c1513f8622c,economic_annex,4. Otra inversión,4. otra inversión,CUADRO 41|annual|4. Otra inversión — row_24,positional,CUADRO 41,24,6,18,2008-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:5ed46cb8d61eca02beeaa755,economic_annex,4. Otra inversión,4. otra inversión,CUADRO 41|annual|4. Otra inversión — row_54,positional,CUADRO 41,54,6,18,2008-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:8ee5fcbd957e0219452aa269,economic_annex,4. Otra inversión,4. otra inversión,CUADRO 41|quarterly|4. Otra inversión — row_54,positional,CUADRO 41,54,2,73,2008-01-01T00:00:00Z,2026-03-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_41:fddf667893b89654d3e25608,economic_annex,4. Otra inversión,4. otra inversión,CUADRO 41|quarterly|4. Otra inversión — row_24,positional,CUADRO 41,24,2,73,2008-01-01T00:00:00Z,2026-03-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_5:21139379508157fb8f69ebef,economic_annex,Consumo Privado,consumo privado,CUADRO 5|annual|Consumo Privado — row_24,positional,CUADRO 5,24,2,35,1991-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,5,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_5:f88c69f50ab4238f4c8dc0f6,economic_annex,Consumo Privado,consumo privado,CUADRO 5|annual|Consumo Privado — row_12,positional,CUADRO 5,12,2,35,1991-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,5,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_5:8a5089c3061a3bc1eb7df28d,economic_annex,Consumo Público,consumo público,CUADRO 5|annual|Consumo Público — row_13,positional,CUADRO 5,13,2,35,1991-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,5,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_5:f0431bb3c7387bad5f6b737a,economic_annex,Consumo Público,consumo público,CUADRO 5|annual|Consumo Público — row_25,positional,CUADRO 5,25,2,35,1991-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,5,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_5:056a2e73aecb0a4752ce8936,economic_annex,Formación Bruta de Capital Fijo,formación bruta de capital fijo,CUADRO 5|annual|Formación Bruta de Capital Fijo — row_27,positional,CUADRO 5,27,2,35,1991-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,5,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_5:58529a14ebbed5e724de06bd,economic_annex,Formación Bruta de Capital Fijo,formación bruta de capital fijo,CUADRO 5|annual|Formación Bruta de Capital Fijo — row_15,positional,CUADRO 5,15,2,35,1991-01-01T00:00:00Z,2025-12-31T00:00:00Z,6,5,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:1bd04d3568463ed828f145a2,economic_annex,Otros — Importacion bajo el Regimen de Turismo,otros — importacion bajo el regimen de turismo,Cuadro 52a|monthly|Otros — Otros — Importacion bajo el Regimen de Turismo — row_31,positional,Cuadro 52a,31,3,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:8f48e05fc4a9b458b2f1551e,economic_annex,Otros — Importacion bajo el Regimen de Turismo,otros — importacion bajo el regimen de turismo,Cuadro 52a|monthly|Otros — Otros — Importacion bajo el Regimen de Turismo — row_48,positional,Cuadro 52a,48,3,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:c27b82ab4caf4030aab7a451,economic_annex,Otros — Importacion bajo el Regimen de Turismo,otros — importacion bajo el regimen de turismo,Cuadro 52a|monthly|Otros — Otros — Importacion bajo el Regimen de Turismo — row_72,positional,Cuadro 52a,72,3,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52b:1bd04d3568463ed828f145a2,economic_annex,Otros — Importacion bajo el Regimen de Turismo,otros — importacion bajo el regimen de turismo,Cuadro 52b|monthly|Otros — Otros — Importacion bajo el Regimen de Turismo — row_31,positional,Cuadro 52b,31,3,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52b:8f48e05fc4a9b458b2f1551e,economic_annex,Otros — Importacion bajo el Regimen de Turismo,otros — importacion bajo el regimen de turismo,Cuadro 52b|monthly|Otros — Otros — Importacion bajo el Regimen de Turismo — row_48,positional,Cuadro 52b,48,3,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52b:c27b82ab4caf4030aab7a451,economic_annex,Otros — Importacion bajo el Regimen de Turismo,otros — importacion bajo el regimen de turismo,Cuadro 52b|monthly|Otros — Otros — Importacion bajo el Regimen de Turismo — row_72,positional,Cuadro 52b,72,3,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:1001ffa5f65d4ac7660778e4,economic_annex,Otros — Importacion para consumo interno,otros — importacion para consumo interno,Cuadro 52a|monthly|Otros — Otros — Importacion para consumo interno — row_72,positional,Cuadro 52a,72,4,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:8c6ef605d5c55f101a8ba52f,economic_annex,Otros — Importacion para consumo interno,otros — importacion para consumo interno,Cuadro 52a|monthly|Otros — Otros — Importacion para consumo interno — row_48,positional,Cuadro 52a,48,4,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:bbefa5d414e4ffc9558ea8f4,economic_annex,Otros — Importacion para consumo interno,otros — importacion para consumo interno,Cuadro 52a|monthly|Otros — Otros — Importacion para consumo interno — row_31,positional,Cuadro 52a,31,4,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52b:1001ffa5f65d4ac7660778e4,economic_annex,Otros — Importacion para consumo interno,otros — importacion para consumo interno,Cuadro 52b|monthly|Otros — Otros — Importacion para consumo interno — row_72,positional,Cuadro 52b,72,4,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52b:8c6ef605d5c55f101a8ba52f,economic_annex,Otros — Importacion para consumo interno,otros — importacion para consumo interno,Cuadro 52b|monthly|Otros — Otros — Importacion para consumo interno — row_48,positional,Cuadro 52b,48,4,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52b:bbefa5d414e4ffc9558ea8f4,economic_annex,Otros — Importacion para consumo interno,otros — importacion para consumo interno,Cuadro 52b|monthly|Otros — Otros — Importacion para consumo interno — row_31,positional,Cuadro 52b,31,4,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:804ae3464c6fdbcb5580f457,economic_annex,Otros — Importación Registrada,otros — importación registrada,Cuadro 52a|monthly|Otros — Otros — Importación Registrada — row_31,positional,Cuadro 52a,31,2,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
economic_annex:cuadro_52a:963c2e1fd873d7916ab6015a,economic_annex,Otros — Importación Registrada,otros — importación registrada,Cuadro 52a|monthly|Otros — Otros — Importación Registrada — row_72,positional,Cuadro 52a,72,2,247,2006-01-01T00:00:00Z,2026-07-31T00:00:00Z,6,2,probable_identity_fragmentation,positional_identity_review
