candidate_id,source_id,original_source_label,normalized_label,identity_basis,identity_stability,source_sheets,example_source_row,example_source_column,observation_count,earliest_period,latest_period,series_count,worksheet_presentations,primary_review_category,diagnostic_disposition
lrm_auctions:subastas_2023:17425580ef717811a7ed1c29,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,plazos estandarizados: 182 — plazos residuales: 182 — máxima,Subastas 2023|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_16,semantic_event,Subastas 2023,18,16,7,2023-01-25T00:00:00Z,2023-10-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2024:09849ee67600e0d554d7ce86,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,plazos estandarizados: 182 — plazos residuales: 182 — máxima,Subastas 2024|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_13,semantic_event,Subastas 2024,18,13,9,2024-01-25T00:00:00Z,2024-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2024:17425580ef717811a7ed1c29,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,plazos estandarizados: 182 — plazos residuales: 182 — máxima,Subastas 2024|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_16,semantic_event,Subastas 2024,18,16,9,2024-01-25T00:00:00Z,2024-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2025:09849ee67600e0d554d7ce86,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,plazos estandarizados: 182 — plazos residuales: 182 — máxima,Subastas 2025|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_13,semantic_event,Subastas 2025,24,13,7,2025-02-27T00:00:00Z,2025-11-27T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2025:17425580ef717811a7ed1c29,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,plazos estandarizados: 182 — plazos residuales: 182 — máxima,Subastas 2025|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_16,semantic_event,Subastas 2025,24,16,5,2025-02-27T00:00:00Z,2025-11-27T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2026:09849ee67600e0d554d7ce86,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,plazos estandarizados: 182 — plazos residuales: 182 — máxima,Subastas 2026|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_13,semantic_event,Subastas 2026,18,13,5,2026-01-29T00:00:00Z,2026-07-30T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2026:17425580ef717811a7ed1c29,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima,plazos estandarizados: 182 — plazos residuales: 182 — máxima,Subastas 2026|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Máxima — column_16,semantic_event,Subastas 2026,18,16,5,2026-01-29T00:00:00Z,2026-07-30T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2013:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2013,78,12,6,2013-06-27T00:00:00Z,2013-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2013:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2013,78,15,6,2013-06-27T00:00:00Z,2013-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2014:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2014|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2014,33,12,7,2014-03-27T00:00:00Z,2014-12-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2014:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2014|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2014,33,15,7,2014-03-27T00:00:00Z,2014-12-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2015:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2015 |irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2015 ,18,12,7,2015-01-28T00:00:00Z,2015-11-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2015:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2015 |irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2015 ,18,15,6,2015-01-28T00:00:00Z,2015-08-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2016:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2016|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2016,18,12,9,2016-01-27T00:00:00Z,2016-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2016:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2016|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2016,18,15,9,2016-01-27T00:00:00Z,2016-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2017:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2017|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2017,18,12,9,2017-01-24T00:00:00Z,2017-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2017:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2017|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2017,18,15,9,2017-01-24T00:00:00Z,2017-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2018:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2018|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2018,18,12,4,2018-01-24T00:00:00Z,2018-11-28T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2018:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2018|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2018,18,15,4,2018-01-24T00:00:00Z,2018-11-28T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2019:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2019|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2019,18,12,10,2019-01-23T00:00:00Z,2019-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2019:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2019|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2019,18,15,10,2019-01-23T00:00:00Z,2019-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2020:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2020|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2020,18,12,9,2020-01-29T00:00:00Z,2020-11-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2020:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2020|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2020,24,15,8,2020-02-26T00:00:00Z,2020-11-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2021:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2021|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2021,18,12,11,2021-01-27T00:00:00Z,2021-12-22T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2021:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2021|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2021,18,15,11,2021-01-27T00:00:00Z,2021-12-22T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2022:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2022|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2022,18,12,10,2022-01-26T00:00:00Z,2022-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2022:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2022|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2022,18,15,10,2022-01-26T00:00:00Z,2022-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2023:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2023|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2023,18,12,7,2023-01-25T00:00:00Z,2023-10-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2023:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2023|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2023,18,15,7,2023-01-25T00:00:00Z,2023-10-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2024:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2024|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2024,18,12,9,2024-01-25T00:00:00Z,2024-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2024:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2024|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2024,18,15,9,2024-01-25T00:00:00Z,2024-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2025:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2025|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2025,24,12,7,2025-02-27T00:00:00Z,2025-11-27T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2025:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2025|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2025,24,15,5,2025-02-27T00:00:00Z,2025-11-27T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2026:88e9ff84b8c642a4a38c010b,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2026|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_12,semantic_event,Subastas 2026,18,12,5,2026-01-29T00:00:00Z,2026-07-30T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2026:bf87f06f467e10f55b30080e,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima,plazos estandarizados: 182 — plazos residuales: 182 — mínima,Subastas 2026|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Mínima — column_15,semantic_event,Subastas 2026,18,15,5,2026-01-29T00:00:00Z,2026-07-30T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2013:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2013,78,11,6,2013-06-27T00:00:00Z,2013-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2013:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2013|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2013,78,14,6,2013-06-27T00:00:00Z,2013-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2014:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2014|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2014,33,11,7,2014-03-27T00:00:00Z,2014-12-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2014:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2014|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2014,33,14,7,2014-03-27T00:00:00Z,2014-12-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2015:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2015 |irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2015 ,18,11,7,2015-01-28T00:00:00Z,2015-11-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2015:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2015 |irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2015 ,18,14,6,2015-01-28T00:00:00Z,2015-08-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2016:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2016|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2016,18,11,9,2016-01-27T00:00:00Z,2016-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2016:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2016|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2016,18,14,9,2016-01-27T00:00:00Z,2016-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2017:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2017|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2017,18,11,9,2017-01-24T00:00:00Z,2017-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2017:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2017|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2017,18,14,9,2017-01-24T00:00:00Z,2017-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2018:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2018|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2018,18,11,4,2018-01-24T00:00:00Z,2018-11-28T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2018:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2018|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2018,18,14,4,2018-01-24T00:00:00Z,2018-11-28T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2019:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2019|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2019,18,11,10,2019-01-23T00:00:00Z,2019-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2019:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2019|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2019,18,14,10,2019-01-23T00:00:00Z,2019-12-26T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2020:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2020|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2020,18,11,9,2020-01-29T00:00:00Z,2020-11-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2020:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2020|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2020,24,14,8,2020-02-26T00:00:00Z,2020-11-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2021:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2021|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2021,18,11,11,2021-01-27T00:00:00Z,2021-12-22T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2021:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2021|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2021,18,14,11,2021-01-27T00:00:00Z,2021-12-22T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2022:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2022|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2022,18,11,10,2022-01-26T00:00:00Z,2022-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2022:cc6093da5c5584f1d7a6a7e9,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2022|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_14,semantic_event,Subastas 2022,18,14,10,2022-01-26T00:00:00Z,2022-11-23T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
lrm_auctions:subastas_2023:5d71f900d8bbc611ba4983ea,lrm_auctions,Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio,plazos estandarizados: 182 — plazos residuales: 182 — promedio,Subastas 2023|irregular_daily|lrm_auction_tenor — Plazos Estandarizados: 182 — Plazos Residuales: 182 — Promedio — column_11,semantic_event,Subastas 2023,18,11,7,2023-01-25T00:00:00Z,2023-10-25T00:00:00Z,28,14,apparently_valid_preliminary,annual_sheet_or_measure_lane_review
