"source_key","sheet_name","row","column","coordinate","value","numeric_like","special_token"
"mef","Serie",3,1,"A3","EJECUCIÓN AÑO 2003 - 2026*",FALSE,FALSE
"mef","Serie",4,1,"A4","ESTADO DE OPERACIONES DEL GOBIERNO  - Administración Central",FALSE,FALSE
"mef","Serie",5,1,"A5","(En miles de millones de guaraníes)",FALSE,FALSE
"mef","Serie",8,1,"A8","INGRESO TOTAL",FALSE,FALSE
"mef","Serie",10,1,"A10","Ingresos tributarios",FALSE,FALSE
"mef","Serie",11,1,"A11","Impuestos sobre el ingreso, las utilidades y las ganancias de capital",FALSE,FALSE
"mef","Serie",12,1,"A12","Impuestos sobre los bienes y servicios",FALSE,FALSE
"mef","Serie",13,1,"A13","               Impuestos sobre el valor agregado",FALSE,FALSE
"mef","Serie",14,1,"A14","               Impuestos selectivos",FALSE,FALSE
"mef","Serie",15,1,"A15","Otros impuestos sobre bienes y servicios",FALSE,FALSE
"mef","Serie",16,1,"A16","Impuestos sobre el comercio y las transacciones internacionales",FALSE,FALSE
"mef","Serie",17,1,"A17","Otros impuestos",FALSE,FALSE
"mef","Serie",19,1,"A19","Contribuciones sociales",FALSE,FALSE
"mef","Serie",21,1,"A21","Donaciones",FALSE,FALSE
"mef","Serie",22,1,"A22","       De gobiernos extranjeros",FALSE,FALSE
"mef","Serie",23,1,"A23","               Corrientes",FALSE,FALSE
"mef","Serie",24,1,"A24","               De Capital",FALSE,FALSE
"mef","Serie",25,1,"A25","       De organismos internacionales",FALSE,FALSE
"mef","Serie",26,1,"A26","               Corrientes",FALSE,FALSE
"mef","Serie",27,1,"A27","               De Capital",FALSE,FALSE
"mef","Serie",28,1,"A28","       De otras unidades del gobierno general",FALSE,FALSE
"mef","Serie",29,1,"A29","               Corrientes",FALSE,FALSE
"mef","Serie",30,1,"A30","               De Capital",FALSE,FALSE
"mef","Serie",31,1,"A31","Otros ingresos",FALSE,FALSE
"mef","Serie",32,1,"A32","Rentas de la propiedad",FALSE,FALSE
"mef","Serie",33,1,"A33","           Regalías y compensación Itaipú y Yacyretá",FALSE,FALSE
"mef","Serie",34,1,"A34","Otras Rentas de la propiedad",FALSE,FALSE
"mef","Serie",35,1,"A35","Ventas de bienes y servicios",FALSE,FALSE
"mef","Serie",36,1,"A36","          Compensacion cesion de energia Itaipu y Yacyreta",FALSE,FALSE
"mef","Serie",37,1,"A37","Otras Ventas de Bienes y Servicios",FALSE,FALSE
"mef","Serie",38,1,"A38","Otros ingresos",FALSE,FALSE
"mef","Serie",40,1,"A40","GASTO TOTAL OBLIGADO",FALSE,FALSE
"mef","Serie",41,1,"A41","Remuneración a los empleados",FALSE,FALSE
"mef","Serie",42,1,"A42","Uso de bienes y servicios",FALSE,FALSE
"mef","Serie",43,1,"A43","Servicios no personales",FALSE,FALSE
"mef","Serie",44,1,"A44","Bienes de consumo",FALSE,FALSE
"mef","Serie",45,1,"A45","Comisiones",FALSE,FALSE
"mef","Serie",46,1,"A46","Otros Usos de Bienes y Servicios",FALSE,FALSE
"mef","Serie",47,1,"A47","Intereses",FALSE,FALSE
"mef","Serie",48,1,"A48","Externa",FALSE,FALSE
"mef","Serie",49,1,"A49","Interna",FALSE,FALSE
"mef","Serie",50,1,"A50","Subsidios",FALSE,FALSE
"mef","Serie",51,1,"A51","Donaciones",FALSE,FALSE
"mef","Serie",52,1,"A52","       De gobiernos extranjeros",FALSE,FALSE
"mef","Serie",53,1,"A53","               Corrientes",FALSE,FALSE
"mef","Serie",54,1,"A54","               De Capital",FALSE,FALSE
"mef","Serie",55,1,"A55","       De organismos internacionales",FALSE,FALSE
"mef","Serie",56,1,"A56","               Corrientes",FALSE,FALSE
"mef","Serie",57,1,"A57","               De Capital",FALSE,FALSE
"mef","Serie",58,1,"A58","       De otras unidades del gobierno general",FALSE,FALSE
"mef","Serie",59,1,"A59","               Corrientes",FALSE,FALSE
"mef","Serie",60,1,"A60","               De Capital",FALSE,FALSE
"mef","Serie",61,1,"A61","Prestaciones sociales",FALSE,FALSE
"mef","Serie",62,1,"A62","Prestaciones de la seguridad social",FALSE,FALSE
"mef","Serie",63,1,"A63","Prestaciones de asistencia social",FALSE,FALSE
"mef","Serie",64,1,"A64","Prestaciones sociales del empleador",FALSE,FALSE
"mef","Serie",65,1,"A65","Otros gastos",FALSE,FALSE
"mef","Serie",66,1,"A66","     Corrientes",FALSE,FALSE
"mef","Serie",67,1,"A67","           Aportes a entidades con fines sociales y al Fondo Nacional de emergencia",FALSE,FALSE
"mef","Serie",68,1,"A68","           Transferencias corrientes al sector privado",FALSE,FALSE
"mef","Serie",69,1,"A69","           Transferencias corrientes a entidades del Sector Privado, Académico y/o Público del Exterior",FALSE,FALSE
"mef","Serie",70,1,"A70","           Pago de impuestos, tasas y gastos judiciales",FALSE,FALSE
"mef","Serie",71,1,"A71","           Gastos reservados",FALSE,FALSE
"mef","Serie",72,1,"A72","    De Capital",FALSE,FALSE
"mef","Serie",73,1,"A73","          Transferencias de capital al sector privado",FALSE,FALSE
"mef","Serie",74,1,"A74","          Transferencias de capital al BCP",FALSE,FALSE
"mef","Serie",75,1,"A75","          Otros aportes de la Tesorería General ",FALSE,FALSE
"mef","Serie",77,1,"A77","Balance Operativo Neto (Ingreso menos Gasto)",FALSE,FALSE
"mef","Serie",80,1,"A80","Adquisición neta de activos no financieros",FALSE,FALSE
"mef","Serie",81,1,"A81","Activos fijos",FALSE,FALSE
"mef","Serie",82,1,"A82","Otros activos",FALSE,FALSE
"mef","Serie",83,1,"A83","Modalidad Llave en Mano",FALSE,FALSE
"mef","Serie",84,1,"A84","Préstamo neto / endeudamiento neto",FALSE,FALSE
"mef","Serie",88,1,"A88","Adquisición neta de activos financieros",FALSE,FALSE
"mef","Serie",89,1,"A89","Internos",FALSE,FALSE
"mef","Serie",90,1,"A90","Externos",FALSE,FALSE
"mef","Serie",91,1,"A91","Incurrimiento neto de pasivos",FALSE,FALSE
"mef","Serie",92,1,"A92","Internos",FALSE,FALSE
"mef","Serie",93,1,"A93","Externos",FALSE,FALSE
"mef","Serie",95,1,"A95","Deuda flotante",FALSE,FALSE
"mef","Serie",96,1,"A96","Ejercicio actual",FALSE,FALSE
"mef","Serie",97,1,"A97","Ejercicio anterior",FALSE,FALSE
"mef","Serie",99,1,"A99","Variacion saldos de caja",FALSE,FALSE
"mef","Serie",100,1,"A100","Reduccion (+)/Aumento (-)",FALSE,FALSE
"mef","Serie",102,1,"A102","Diferencia periodo de registro",FALSE,FALSE
"mef","Serie",105,1,"A105","Partidas Adicionales",FALSE,FALSE
"mef","Serie",106,1,"A106","Gasto Corriente Primario",FALSE,FALSE
"mef","Serie",107,1,"A107","Resultado Primario",FALSE,FALSE
"mef","Serie",109,1,"A109","*Datos preliminares 2025 y 2026",FALSE,FALSE
"mef","Serie",110,1,"A110","Obs.: Ingresos Tributarios serán distribuidos posteriormente",FALSE,FALSE
"mef","Serie",111,1,"A111","          Contibuciones Sociales se registran en base devengado",FALSE,FALSE
"mef","Serie",7,3,"C7","37622",TRUE,FALSE
"mef","Serie",8,3,"C8","392.117641313",TRUE,FALSE
"mef","Serie",10,3,"C10","244.561201214",TRUE,FALSE
"mef","Serie",11,3,"C11","4.918512723",TRUE,FALSE
"mef","Serie",12,3,"C12","51.019027981",TRUE,FALSE
"mef","Serie",13,3,"C13","25.634772888",TRUE,FALSE
"mef","Serie",14,3,"C14","25.384255093",TRUE,FALSE
"mef","Serie",15,3,"C15","0",TRUE,FALSE
"mef","Serie",16,3,"C16","16.822998176",TRUE,FALSE
"mef","Serie",17,3,"C17","171.800662334",TRUE,FALSE
"mef","Serie",19,3,"C19","27.201640638",TRUE,FALSE
"mef","Serie",21,3,"C21","6.724295133",TRUE,FALSE
"mef","Serie",22,3,"C22","0",TRUE,FALSE
"mef","Serie",23,3,"C23","0",TRUE,FALSE
"mef","Serie",24,3,"C24","0",TRUE,FALSE
"mef","Serie",25,3,"C25","0",TRUE,FALSE
"mef","Serie",26,3,"C26","0",TRUE,FALSE
"mef","Serie",27,3,"C27","0",TRUE,FALSE
"mef","Serie",28,3,"C28","6.724295133",TRUE,FALSE
"mef","Serie",29,3,"C29","6.724295133",TRUE,FALSE
"mef","Serie",30,3,"C30","0",TRUE,FALSE
"mef","Serie",31,3,"C31","113.630504328",TRUE,FALSE
"mef","Serie",32,3,"C32","103.509872464",TRUE,FALSE
"mef","Serie",33,3,"C33","101.411030383",TRUE,FALSE
"mef","Serie",34,3,"C34","2.098842081",TRUE,FALSE
"mef","Serie",35,3,"C35","9.84320993",TRUE,FALSE
"mef","Serie",36,3,"C36","1.1418978",TRUE,FALSE
"mef","Serie",37,3,"C37","8.70131213",TRUE,FALSE
"mef","Serie",38,3,"C38","0.277421934",TRUE,FALSE
"mef","Serie",40,3,"C40","376.334263369",TRUE,FALSE
"mef","Serie",41,3,"C41","196.165527328",TRUE,FALSE
"mef","Serie",42,3,"C42","15.416901769",TRUE,FALSE
"mef","Serie",43,3,"C43","5.677142227",TRUE,FALSE
"mef","Serie",44,3,"C44","9.725917585",TRUE,FALSE
"mef","Serie",45,3,"C45","0.013841957",TRUE,FALSE
"mef","Serie",46,3,"C46","0",TRUE,FALSE
"mef","Serie",47,3,"C47","76.454265444",TRUE,FALSE
"mef","Serie",48,3,"C48","76.088478946",TRUE,FALSE
"mef","Serie",49,3,"C49","0.365786498",TRUE,FALSE
"mef","Serie",50,3,"C50","0",TRUE,FALSE
"mef","Serie",51,3,"C51","16.948533832",TRUE,FALSE
"mef","Serie",52,3,"C52","0",TRUE,FALSE
"mef","Serie",53,3,"C53","0",TRUE,FALSE
"mef","Serie",54,3,"C54","0",TRUE,FALSE
"mef","Serie",55,3,"C55","0.142549776",TRUE,FALSE
"mef","Serie",56,3,"C56","0.142549776",TRUE,FALSE
"mef","Serie",57,3,"C57","0",TRUE,FALSE
"mef","Serie",58,3,"C58","16.805984056",TRUE,FALSE
"mef","Serie",59,3,"C59","16.805984056",TRUE,FALSE
"mef","Serie",60,3,"C60","0",TRUE,FALSE
"mef","Serie",61,3,"C61","71.074951",TRUE,FALSE
"mef","Serie",62,3,"C62","47.701605636",TRUE,FALSE
"mef","Serie",63,3,"C63","22.021866229",TRUE,FALSE
"mef","Serie",64,3,"C64","1.351479135",TRUE,FALSE
"mef","Serie",65,3,"C65","0.274083996",TRUE,FALSE
"mef","Serie",66,3,"C66","0.274083996",TRUE,FALSE
"mef","Serie",67,3,"C67","0",TRUE,FALSE
"mef","Serie",68,3,"C68","0.04",TRUE,FALSE
"mef","Serie",69,3,"C69","0",TRUE,FALSE
"mef","Serie",70,3,"C70","0.024083996",TRUE,FALSE
"mef","Serie",71,3,"C71","0.21",TRUE,FALSE
"mef","Serie",72,3,"C72","0",TRUE,FALSE
"mef","Serie",73,3,"C73","0",TRUE,FALSE
"mef","Serie",74,3,"C74","0",TRUE,FALSE
"mef","Serie",75,3,"C75","0",TRUE,FALSE
"mef","Serie",77,3,"C77","15.783377944",TRUE,FALSE
"mef","Serie",80,3,"C80","25.76225756",TRUE,FALSE
"mef","Serie",81,3,"C81","25.76225756",TRUE,FALSE
"mef","Serie",82,3,"C82","0",TRUE,FALSE
"mef","Serie",84,3,"C84","-9.97887961599995",TRUE,FALSE
"mef","Serie",88,3,"C88","60.901114898",TRUE,FALSE
"mef","Serie",89,3,"C89","60.901114898",TRUE,FALSE
"mef","Serie",90,3,"C90","0",TRUE,FALSE
"mef","Serie",91,3,"C91","29.17417267",TRUE,FALSE
"mef","Serie",92,3,"C92","-6.60102009000001",TRUE,FALSE
"mef","Serie",93,3,"C93","35.77519276",TRUE,FALSE
"mef","Serie",95,3,"C95","-387.004783965",TRUE,FALSE
"mef","Serie",96,3,"C96","0",TRUE,FALSE
"mef","Serie",97,3,"C97","387.004783965",TRUE,FALSE
"mef","Serie",99,3,"C99","-61.645",TRUE,FALSE
"mef","Serie",100,3,"C100","-61.645",TRUE,FALSE
"mef","Serie",102,3,"C102","-41.705821844",TRUE,FALSE
"mef","Serie",106,3,"C106","299.879997925",TRUE,FALSE
"mef","Serie",107,3,"C107","66.4753858280001",TRUE,FALSE
"mef","Serie",7,4,"D7","37653",TRUE,FALSE
"mef","Serie",8,4,"D8","394.270350708",TRUE,FALSE
"mef","Serie",10,4,"D10","230.052534607",TRUE,FALSE
"mef","Serie",11,4,"D11","4.815990073",TRUE,FALSE
"mef","Serie",12,4,"D12","39.737610391",TRUE,FALSE
"mef","Serie",13,4,"D13","18.644480049",TRUE,FALSE
"mef","Serie",14,4,"D14","21.093130342",TRUE,FALSE
"mef","Serie",15,4,"D15","0",TRUE,FALSE
"mef","Serie",16,4,"D16","12.693107904",TRUE,FALSE
"mef","Serie",17,4,"D17","172.805826239",TRUE,FALSE
"mef","Serie",19,4,"D19","22.460921858",TRUE,FALSE
"mef","Serie",21,4,"D21","9.769179182",TRUE,FALSE
"mef","Serie",22,4,"D22","0",TRUE,FALSE
"mef","Serie",23,4,"D23","0",TRUE,FALSE
"mef","Serie",24,4,"D24","0",TRUE,FALSE
"mef","Serie",25,4,"D25","0",TRUE,FALSE
"mef","Serie",26,4,"D26","0",TRUE,FALSE
"mef","Serie",27,4,"D27","0",TRUE,FALSE
"mef","Serie",28,4,"D28","9.769179182",TRUE,FALSE
"mef","Serie",29,4,"D29","9.769179182",TRUE,FALSE
"mef","Serie",30,4,"D30","0",TRUE,FALSE
"mef","Serie",31,4,"D31","131.987715061",TRUE,FALSE
"mef","Serie",32,4,"D32","102.311026846",TRUE,FALSE
"mef","Serie",33,4,"D33","100.910634315",TRUE,FALSE
"mef","Serie",34,4,"D34","1.40039253099999",TRUE,FALSE
"mef","Serie",35,4,"D35","29.224816484",TRUE,FALSE
"mef","Serie",36,4,"D36","10.603341796",TRUE,FALSE
"mef","Serie",37,4,"D37","18.621474688",TRUE,FALSE
"mef","Serie",38,4,"D38","0.451871731",TRUE,FALSE
"mef","Serie",40,4,"D40","351.724534502",TRUE,FALSE
"mef","Serie",41,4,"D41","209.086863565",TRUE,FALSE
"mef","Serie",42,4,"D42","26.839379637",TRUE,FALSE
"mef","Serie",43,4,"D43","13.862195695",TRUE,FALSE
"mef","Serie",44,4,"D44","12.966614104",TRUE,FALSE
"mef","Serie",45,4,"D45","0.010569838",TRUE,FALSE
"mef","Serie",46,4,"D46","0",TRUE,FALSE
"mef","Serie",47,4,"D47","22.676430416",TRUE,FALSE
"mef","Serie",48,4,"D48","19.777979017",TRUE,FALSE
"mef","Serie",49,4,"D49","2.898451399",TRUE,FALSE
"mef","Serie",50,4,"D50","0",TRUE,FALSE
"mef","Serie",51,4,"D51","20.394368133",TRUE,FALSE
"mef","Serie",52,4,"D52","0",TRUE,FALSE
"mef","Serie",53,4,"D53","0",TRUE,FALSE
"mef","Serie",54,4,"D54","0",TRUE,FALSE
"mef","Serie",55,4,"D55","0.099558662",TRUE,FALSE
"mef","Serie",56,4,"D56","0.099558662",TRUE,FALSE
"mef","Serie",57,4,"D57","0",TRUE,FALSE
"mef","Serie",58,4,"D58","20.294809471",TRUE,FALSE
"mef","Serie",59,4,"D59","20.200884131",TRUE,FALSE
"mef","Serie",60,4,"D60","0.09392534",TRUE,FALSE
"mef","Serie",61,4,"D61","71.449133729",TRUE,FALSE
"mef","Serie",62,4,"D62","48.086685226",TRUE,FALSE
"mef","Serie",63,4,"D63","21.967169378",TRUE,FALSE
"mef","Serie",64,4,"D64","1.395279125",TRUE,FALSE
"mef","Serie",65,4,"D65","1.278359022",TRUE,FALSE
"mef","Serie",66,4,"D66","1.278359022",TRUE,FALSE
"mef","Serie",67,4,"D67","0",TRUE,FALSE
"mef","Serie",68,4,"D68","0.6586",TRUE,FALSE
"mef","Serie",69,4,"D69","0",TRUE,FALSE
"mef","Serie",70,4,"D70","0.153759022",TRUE,FALSE
"mef","Serie",71,4,"D71","0.466",TRUE,FALSE
"mef","Serie",72,4,"D72","0",TRUE,FALSE
"mef","Serie",73,4,"D73","0",TRUE,FALSE
"mef","Serie",74,4,"D74","0",TRUE,FALSE
"mef","Serie",75,4,"D75","0",TRUE,FALSE
"mef","Serie",77,4,"D77","42.545816206",TRUE,FALSE
"mef","Serie",80,4,"D80","22.020817348",TRUE,FALSE
"mef","Serie",81,4,"D81","22.002337348",TRUE,FALSE
"mef","Serie",82,4,"D82","0.01848",TRUE,FALSE
"mef","Serie",84,4,"D84","20.524998858",TRUE,FALSE
"mef","Serie",88,4,"D88","59.909507734",TRUE,FALSE
"mef","Serie",89,4,"D89","59.909507734",TRUE,FALSE
"mef","Serie",90,4,"D90","0",TRUE,FALSE
"mef","Serie",91,4,"D91","-32.418818523",TRUE,FALSE
"mef","Serie",92,4,"D92","30.440346686",TRUE,FALSE
"mef","Serie",93,4,"D93","-62.859165209",TRUE,FALSE
"mef","Serie",95,4,"D95","-212.428743222",TRUE,FALSE
"mef","Serie",96,4,"D96","0",TRUE,FALSE
"mef","Serie",97,4,"D97","212.428743222",TRUE,FALSE
"mef","Serie",99,4,"D99","-61.791",TRUE,FALSE
"mef","Serie",100,4,"D100","-61.791",TRUE,FALSE
"mef","Serie",102,4,"D102","-71.803327399",TRUE,FALSE
"mef","Serie",106,4,"D106","328.954178746",TRUE,FALSE
"mef","Serie",107,4,"D107","43.201429274",TRUE,FALSE
"mef","Serie",7,5,"E7","37681",TRUE,FALSE
"mef","Serie",8,5,"E8","411.835548434",TRUE,FALSE
"mef","Serie",10,5,"E10","241.677265197",TRUE,FALSE
"mef","Serie",11,5,"E11","12.820834074",TRUE,FALSE
"mef","Serie",12,5,"E12","202.516092366",TRUE,FALSE
"mef","Serie",13,5,"E13","118.165955788",TRUE,FALSE
"mef","Serie",14,5,"E14","84.350136578",TRUE,FALSE
"mef","Serie",15,5,"E15","0",TRUE,FALSE
"mef","Serie",16,5,"E16","63.473442512",TRUE,FALSE
"mef","Serie",17,5,"E17","-37.133103755",TRUE,FALSE
"mef","Serie",19,5,"E19","25.578385025",TRUE,FALSE
"mef","Serie",21,5,"E21","9.771326363",TRUE,FALSE
"mef","Serie",22,5,"E22","0",TRUE,FALSE
"mef","Serie",23,5,"E23","0",TRUE,FALSE
"mef","Serie",24,5,"E24","0",TRUE,FALSE
"mef","Serie",25,5,"E25","2.464937982",TRUE,FALSE
"mef","Serie",26,5,"E26","2.464937982",TRUE,FALSE
"mef","Serie",27,5,"E27","0",TRUE,FALSE
"mef","Serie",28,5,"E28","7.306388381",TRUE,FALSE
"mef","Serie",29,5,"E29","7.306388381",TRUE,FALSE
"mef","Serie",30,5,"E30","0",TRUE,FALSE
"mef","Serie",31,5,"E31","134.808571849",TRUE,FALSE
"mef","Serie",32,5,"E32","111.069197923",TRUE,FALSE
"mef","Serie",33,5,"E33","103.60947633",TRUE,FALSE
"mef","Serie",34,5,"E34","7.45972159300001",TRUE,FALSE
"mef","Serie",35,5,"E35","23.275839554",TRUE,FALSE
"mef","Serie",36,5,"E36","0",TRUE,FALSE
"mef","Serie",37,5,"E37","23.275839554",TRUE,FALSE
"mef","Serie",38,5,"E38","0.463534372",TRUE,FALSE
"mef","Serie",40,5,"E40","402.882768341",TRUE,FALSE
"mef","Serie",41,5,"E41","207.298390463",TRUE,FALSE
"mef","Serie",42,5,"E42","45.261757401",TRUE,FALSE
"mef","Serie",43,5,"E43","23.855237766",TRUE,FALSE
"mef","Serie",44,5,"E44","21.14082896",TRUE,FALSE
"mef","Serie",45,5,"E45","0.265690675",TRUE,FALSE
"mef","Serie",46,5,"E46","0",TRUE,FALSE
"mef","Serie",47,5,"E47","32.289546029",TRUE,FALSE
"mef","Serie",48,5,"E48","30.446925726",TRUE,FALSE
"mef","Serie",49,5,"E49","1.842620303",TRUE,FALSE
"mef","Serie",50,5,"E50","0",TRUE,FALSE
"mef","Serie",51,5,"E51","35.348987038",TRUE,FALSE
"mef","Serie",52,5,"E52","0",TRUE,FALSE
"mef","Serie",53,5,"E53","0",TRUE,FALSE
"mef","Serie",54,5,"E54","0",TRUE,FALSE
"mef","Serie",55,5,"E55","0.538740424",TRUE,FALSE
"mef","Serie",56,5,"E56","0.538740424",TRUE,FALSE
"mef","Serie",57,5,"E57","0",TRUE,FALSE
"mef","Serie",58,5,"E58","34.810246614",TRUE,FALSE
"mef","Serie",59,5,"E59","29.118247278",TRUE,FALSE
"mef","Serie",60,5,"E60","5.691999336",TRUE,FALSE
"mef","Serie",61,5,"E61","72.577503192",TRUE,FALSE
"mef","Serie",62,5,"E62","48.434157235",TRUE,FALSE
"mef","Serie",63,5,"E63","22.681152141",TRUE,FALSE
"mef","Serie",64,5,"E64","1.462193816",TRUE,FALSE
"mef","Serie",65,5,"E65","10.106584218",TRUE,FALSE
"mef","Serie",66,5,"E66","10.106584218",TRUE,FALSE
"mef","Serie",67,5,"E67","0",TRUE,FALSE
"mef","Serie",68,5,"E68","9.086724034",TRUE,FALSE
"mef","Serie",69,5,"E69","0",TRUE,FALSE
"mef","Serie",70,5,"E70","0.453704272",TRUE,FALSE
"mef","Serie",71,5,"E71","0.566155912",TRUE,FALSE
"mef","Serie",72,5,"E72","0",TRUE,FALSE
"mef","Serie",73,5,"E73","0",TRUE,FALSE
"mef","Serie",74,5,"E74","0",TRUE,FALSE
"mef","Serie",75,5,"E75","0",TRUE,FALSE
"mef","Serie",77,5,"E77","8.95278009300011",TRUE,FALSE
"mef","Serie",80,5,"E80","52.647348098",TRUE,FALSE
"mef","Serie",81,5,"E81","52.267360598",TRUE,FALSE
"mef","Serie",82,5,"E82","0.3799875",TRUE,FALSE
"mef","Serie",84,5,"E84","-43.6945680049999",TRUE,FALSE
"mef","Serie",88,5,"E88","-53.414181332",TRUE,FALSE
"mef","Serie",89,5,"E89","-53.414181332",TRUE,FALSE
"mef","Serie",90,5,"E90","0",TRUE,FALSE
"mef","Serie",91,5,"E91","3.366311525",TRUE,FALSE
"mef","Serie",92,5,"E92","-33.084796474",TRUE,FALSE
"mef","Serie",93,5,"E93","36.451107999",TRUE,FALSE
"mef","Serie",95,5,"E95","-5.379429798",TRUE,FALSE
"mef","Serie",96,5,"E96","0",TRUE,FALSE
"mef","Serie",97,5,"E97","5.379429798",TRUE,FALSE
"mef","Serie",99,5,"E99","51.423",TRUE,FALSE
"mef","Serie",100,5,"E100","51.423",TRUE,FALSE
"mef","Serie",102,5,"E102","13.0859248520001",TRUE,FALSE
"mef","Serie",106,5,"E106","364.901222976",TRUE,FALSE
"mef","Serie",107,5,"E107","-11.4050219759999",TRUE,FALSE
"mef","Serie",7,6,"F7","37712",TRUE,FALSE
"mef","Serie",8,6,"F8","511.777843639",TRUE,FALSE
"mef","Serie",10,6,"F10","298.080573728",TRUE,FALSE
"mef","Serie",11,6,"F11","7.205962074",TRUE,FALSE
"mef","Serie",12,6,"F12","111.518850923",TRUE,FALSE
"mef","Serie",13,6,"F13","60.968476784",TRUE,FALSE
"mef","Serie",14,6,"F14","50.550374139",TRUE,FALSE
"mef","Serie",15,6,"F15","0",TRUE,FALSE
"mef","Serie",16,6,"F16","34.835884275",TRUE,FALSE
"mef","Serie",17,6,"F17","144.519876456",TRUE,FALSE
"mef","Serie",19,6,"F19","24.680733204",TRUE,FALSE
"mef","Serie",21,6,"F21","49.877721969",TRUE,FALSE
"mef","Serie",22,6,"F22","0",TRUE,FALSE
"mef","Serie",23,6,"F23","0",TRUE,FALSE
"mef","Serie",24,6,"F24","0",TRUE,FALSE
"mef","Serie",25,6,"F25","35.361785731",TRUE,FALSE
"mef","Serie",26,6,"F26","35.361785731",TRUE,FALSE
"mef","Serie",27,6,"F27","0",TRUE,FALSE
"mef","Serie",28,6,"F28","14.515936238",TRUE,FALSE
"mef","Serie",29,6,"F29","14.515936238",TRUE,FALSE
"mef","Serie",30,6,"F30","0",TRUE,FALSE
"mef","Serie",31,6,"F31","139.138814738",TRUE,FALSE
"mef","Serie",32,6,"F32","103.775061397",TRUE,FALSE
"mef","Serie",33,6,"F33","100.120945227",TRUE,FALSE
"mef","Serie",34,6,"F34","3.65411617000001",TRUE,FALSE
"mef","Serie",35,6,"F35","34.001325349",TRUE,FALSE
"mef","Serie",36,6,"F36","-1.1418978",TRUE,FALSE
"mef","Serie",37,6,"F37","35.143223149",TRUE,FALSE
"mef","Serie",38,6,"F38","1.362427992",TRUE,FALSE
"mef","Serie",40,6,"F40","377.497228168",TRUE,FALSE
"mef","Serie",41,6,"F41","209.099711502",TRUE,FALSE
"mef","Serie",42,6,"F42","39.383021779",TRUE,FALSE
"mef","Serie",43,6,"F43","16.894845457",TRUE,FALSE
"mef","Serie",44,6,"F44","21.620674373",TRUE,FALSE
"mef","Serie",45,6,"F45","0.867501949",TRUE,FALSE
"mef","Serie",46,6,"F46","0",TRUE,FALSE
"mef","Serie",47,6,"F47","16.430751633",TRUE,FALSE
"mef","Serie",48,6,"F48","14.248810736",TRUE,FALSE
"mef","Serie",49,6,"F49","2.181940897",TRUE,FALSE
"mef","Serie",50,6,"F50","0",TRUE,FALSE
"mef","Serie",51,6,"F51","32.908623631",TRUE,FALSE
"mef","Serie",52,6,"F52","0",TRUE,FALSE
"mef","Serie",53,6,"F53","0",TRUE,FALSE
"mef","Serie",54,6,"F54","0",TRUE,FALSE
"mef","Serie",55,6,"F55","0.206156663",TRUE,FALSE
"mef","Serie",56,6,"F56","0.206156663",TRUE,FALSE
"mef","Serie",57,6,"F57","0",TRUE,FALSE
"mef","Serie",58,6,"F58","32.702466968",TRUE,FALSE
"mef","Serie",59,6,"F59","24.12270433",TRUE,FALSE
"mef","Serie",60,6,"F60","8.579762638",TRUE,FALSE
"mef","Serie",61,6,"F61","73.087695016",TRUE,FALSE
"mef","Serie",62,6,"F62","49.006652828",TRUE,FALSE
"mef","Serie",63,6,"F63","22.694488063",TRUE,FALSE
"mef","Serie",64,6,"F64","1.386554125",TRUE,FALSE
"mef","Serie",65,6,"F65","6.587424607",TRUE,FALSE
"mef","Serie",66,6,"F66","6.587424607",TRUE,FALSE
"mef","Serie",67,6,"F67","0",TRUE,FALSE
"mef","Serie",68,6,"F68","6.092845853",TRUE,FALSE
"mef","Serie",69,6,"F69","0",TRUE,FALSE
"mef","Serie",70,6,"F70","0.011578754",TRUE,FALSE
"mef","Serie",71,6,"F71","0.483",TRUE,FALSE
"mef","Serie",72,6,"F72","0",TRUE,FALSE
"mef","Serie",73,6,"F73","0",TRUE,FALSE
"mef","Serie",74,6,"F74","0",TRUE,FALSE
"mef","Serie",75,6,"F75","0",TRUE,FALSE
"mef","Serie",77,6,"F77","134.280615471",TRUE,FALSE
"mef","Serie",80,6,"F80","82.581996314",TRUE,FALSE
"mef","Serie",81,6,"F81","82.152754564",TRUE,FALSE
"mef","Serie",82,6,"F82","0.42924175",TRUE,FALSE
"mef","Serie",84,6,"F84","51.698619157",TRUE,FALSE
"mef","Serie",88,6,"F88","-75.484996042",TRUE,FALSE
"mef","Serie",89,6,"F89","-75.484996042",TRUE,FALSE
"mef","Serie",90,6,"F90","0",TRUE,FALSE
"mef","Serie",91,6,"F91","-38.970502342",TRUE,FALSE
"mef","Serie",92,6,"F92","-88.406084121",TRUE,FALSE
"mef","Serie",93,6,"F93","49.435581779",TRUE,FALSE
"mef","Serie",95,6,"F95","0",TRUE,FALSE
"mef","Serie",96,6,"F96","0",TRUE,FALSE
"mef","Serie",97,6,"F97","0",TRUE,FALSE
"mef","Serie",99,6,"F99","27.188",TRUE,FALSE
"mef","Serie",100,6,"F100","27.188",TRUE,FALSE
"mef","Serie",102,6,"F102","88.213112857",TRUE,FALSE
"mef","Serie",106,6,"F106","352.486713897",TRUE,FALSE
"mef","Serie",107,6,"F107","68.12937079",TRUE,FALSE
"mef","Serie",7,7,"G7","37742",TRUE,FALSE
"mef","Serie",8,7,"G8","457.252635457",TRUE,FALSE
