"source_key","sheet_name","cell","formula","cached_value"
"mef","Serie","CB109","","797.77627639899981"
"mef","Serie","CC109","","822.36857807099989"
"mef","Serie","CD109","","821.21243793700012"
"mef","Serie","CE109","","817.01836288700008"
"mef","Serie","CF109","","800.22170831899996"
"mef","Serie","CG109","","838.16326202000016"
"mef","Serie","CH109","","1669.3808174990002"
"mef","Serie","CI109","","685.97175841899991"
"mef","Serie","CJ109","","731.35069714600013"
"mef","Serie","CK109","","813.84189728900003"
"mef","Serie","CL109","","916.78896479599996"
"mef","Serie","CM109","","819.46962591099998"
"mef","Serie","CN109","","1041.6034793959998"
"mef","Serie","CO109","","870.7488270040003"
"mef","Serie","CP109","","905.93950753100012"
"mef","Serie","CQ109","","862.29457099099989"
"mef","Serie","CR109","","907.19212412599973"
"mef","Serie","CS109","","1094.8534232480001"
"mef","Serie","CT109","","1866.2004803569998"
"mef","Serie","CU109","","715.08423881600004"
"mef","Serie","CV109","","949.96477480500005"
"mef","Serie","CW109","","1094.9880087430001"
"mef","Serie","CX109","","1117.6906430700003"
"mef","Serie","CY109","","1064.3505605610003"
"mef","Serie","CZ109","","1068.3340630180003"
"mef","Serie","DA109","","1021.3209846699999"
"mef","Serie","DB109","","1089.3359629020003"
"mef","Serie","DC109","","1052.2697497720003"
"mef","Serie","DD109","","1081.1256989190001"
"mef","Serie","DE109","","1177.4782840560001"
"mef","Serie","DF109","","2235.1209683620004"
"mef","Serie","DG109","","922.53148226899998"
"mef","Serie","DH109","","1187.7022015779999"
"mef","Serie","DI109","","1420.6819393299998"
"mef","Serie","DJ109","","1411.1746926010001"
"mef","Serie","DK109","","1437.605210149"
"mef","Serie","DL109","","1321.334541812"
"mef","Serie","DM109","","1429.4329976270001"
"mef","Serie","DN109","","1330.1427052349998"
"mef","Serie","DO109","","1262.5480593249997"
"mef","Serie","DP109","","1359.7919376650004"
"mef","Serie","DQ109","","1492.518233238"
"mef","Serie","DR109","","2538.1837833890004"
"mef","Serie","DS109","","1345.4971649360002"
"mef","Serie","DT109","","1520.7358119729995"
"mef","Serie","DU109","","1346.7757378139995"
"mef","Serie","DV109","","1508.4703480410003"
"mef","Serie","DW109","","1481.3174991179999"
"mef","Serie","DX109","","1380.2574423780002"
"mef","Serie","DY109","","1408.3446871020003"
"mef","Serie","DZ109","","1400.5792860649999"
"mef","Serie","EA109","","1370.543408881"
"mef","Serie","EB109","EB43-EB57-EB60-EB63-EB75-EB50","1418.8270122660001"
"mef","Serie","EC109","","1494.5207621529999"
"mef","Serie","ED109","","2751.7821400259991"
"mef","Serie","EE109","","1268.3506476309997"
"mef","Serie","EF109","","1470.5328903539998"
"mef","Serie","EG109","","1594.3152233410003"
"mef","Serie","EH109","","1582.2012122729998"
"mef","Serie","EI109","","1597.4637953470003"
"mef","Serie","EJ109","","1822.1290628740003"
"mef","Serie","EK109","","1651.3194683069999"
"mef","Serie","EL109","","1642.7552977119997"
"mef","Serie","EM109","","1668.1127769870002"
"mef","Serie","EN109","","1708.4031611030002"
"mef","Serie","EO109","","1708.1411307599997"
"mef","Serie","EP109","","2962.6674120450002"
"mef","Serie","EQ109","","1364.7359411360001"
"mef","Serie","ER109","","1756.254571034"
"mef","Serie","ES109","","1740.9463837030005"
"mef","Serie","ET109","","1783.7417939479999"
"mef","Serie","EU109","","1736.9735850359998"
"mef","Serie","EV109","","1848.3923407849995"
"mef","Serie","EW109","","1856.5904996260006"
"mef","Serie","EX109","","1800.5444138030002"
"mef","Serie","EY109","","1807.5884746320003"
"mef","Serie","EZ109","","1824.5371504540001"
"mef","Serie","FA109","","1746.0031729720001"
"mef","Serie","FB109","","3118.4230057949999"
"mef","Serie","FC109","","1526.0771934630002"
"mef","Serie","FD109","","1921.7870177990001"
"mef","Serie","FE109","","1825.1885317400001"
"mef","Serie","FF109","","1744.6634297749997"
"mef","Serie","FG109","","1820.3315003450002"
"mef","Serie","FH109","","1768.8164500799999"
"mef","Serie","FI109","","1785.7250047289999"
"mef","Serie","FJ109","","1759.847647025"
"mef","Serie","FK109","","1848.9302885"
"mef","Serie","FL109","","1773.6505434750002"
"mef","Serie","FM109","","1854.0028480420003"
"mef","Serie","FN109","","3238.2035048810003"
"mef","Serie","FO109","","1599.5485820750009"
"mef","Serie","FP109","","1911.5777381089995"
"mef","Serie","FQ109","","1860.6524064"
"mef","Serie","FR109","","1851.67314898"
"mef","Serie","FS109","","1899.7110414789997"
"mef","Serie","FT109","","2075.3472489999999"
"mef","Serie","FU109","","1859.6417264400002"
"mef","Serie","FV109","","1967.9445006140002"
"mef","Serie","FW109","","1867.5322170179995"
"mef","Serie","FX109","","1987.7404285689997"
"mef","Serie","FY109","","1998.6635632590001"
"mef","Serie","FZ109","","3436.1847832790008"
"mef","Serie","GA109","","1701.0054946540001"
"mef","Serie","GB109","","2217.439721794"
"mef","Serie","GC109","","2112.8701902719999"
"mef","Serie","GD109","","2158.5805886330004"
"mef","Serie","GE109","","2032.8407850120002"
"mef","Serie","GF109","","2165.9382876770005"
"mef","Serie","GG109","","2089.2335637239999"
"mef","Serie","GH109","","2048.0714517840001"
"mef","Serie","GI109","","2167.3287779679995"
"mef","Serie","GJ109","","2189.0495081660001"
"mef","Serie","GK109","","2208.7057638119995"
"mef","Serie","GL109","","3719.7247894439997"
"mef","Serie","GM109","","2006.935027812"
"mef","Serie","GN109","GN43-GN57-GN60-GN63-GN75-GN50","2164.4915782679996"
"mef","Serie","GO109","","2255.9264169480002"
"mef","Serie","GP109","","2296.3832145240003"
"mef","Serie","GQ109","","2390.2828228869994"
"mef","Serie","GR109","","2231.1421671550002"
"mef","Serie","GS109","","2283.4508751039994"
"mef","Serie","GT109","","2312.2812344530012"
"mef","Serie","GU109","","2323.5340129150009"
"mef","Serie","GV109","","2226.787358903"
"mef","Serie","GW109","","2385.4100334820005"
"mef","Serie","GX109","","3966.2057020900006"
"mef","Serie","GY109","","2130.5899068600006"
"mef","Serie","GZ109","","2288.9521900539999"
"mef","Serie","HA109","","2751.6561878990001"
"mef","Serie","HB109","","3074.1749330420002"
"mef","Serie","HC109","","2478.6199432500002"
"mef","Serie","HD109","","2690.898075697999"
"mef","Serie","HE109","","2551.0099940720002"
"mef","Serie","HF109","","2861.2154317419995"
"mef","Serie","HG109","","3102.0097727500001"
"mef","Serie","HH109","","2524.5920346870007"
"mef","Serie","HI109","","2729.9006082830001"
"mef","Serie","HJ109","","4939.8064968430026"
"mef","Serie","HK109","","2056.466535818"
"mef","Serie","HL109","","2447.5702917440003"
"mef","Serie","HM109","","2465.9166602849996"
"mef","Serie","HN109","","2522.6340872320002"
"mef","Serie","HO109","","2612.6935102979996"
"mef","Serie","HP109","","2566.6339437759998"
"mef","Serie","HQ109","","2571.4085036209999"
"mef","Serie","HR109","","2588.9290179939999"
"mef","Serie","HS109","","2695.6476409110001"
"mef","Serie","HT109","","2676.2837353849995"
"mef","Serie","HU109","","2958.2329474209996"
"mef","Serie","HV109","","5435.8342545550004"
"mef","Serie","HW109","","2315.8697044810006"
"mef","Serie","HX109","","2516.6240589200002"
"mef","Serie","HY109","","2959.3893553699995"
"mef","Serie","HZ109","","2612.7492982660001"
"mef","Serie","IA109","","2663.8963567260002"
"mef","Serie","IB109","","2671.5405789690003"
"mef","Serie","IC109","","2737.2661344670009"
"mef","Serie","ID109","","2768.7392514460003"
"mef","Serie","IE109","","2900.9105957930001"
"mef","Serie","IF109","","2847.4026161720003"
"mef","Serie","IG109","","2936.797884565"
"mef","Serie","IH109","","5143.801627586"
"mef","Serie","II109","","2678.5949338599999"
"mef","Serie","IJ109","","3028.7358025950002"
"mef","Serie","IK109","","3207.8848974200009"
"mef","Serie","IL109","IL43-IL57-IL60-IL63-IL75-IL50","3248.3596990299998"
"mef","Serie","IM109","IM43-IM57-IM60-IM63-IM75-IM50","2950.0368438270002"
"mef","Serie","IN109","","2850.1867379299993"
"mef","Serie","IO109","","3230.3642942770002"
"mef","Serie","IP109","","3027.6640860420002"
"mef","Serie","IQ109","","3003.2935539629998"
"mef","Serie","IR109","","3041.7202679510006"
"mef","Serie","IS109","IS43-IS57-IS60-IS63-IS75-IS50","2920.9666830830006"
"mef","Serie","IT109","","7046.468198937001"
"mef","Serie","IU109","IU43-IU57-IU60-IU63-IU75-IU50","2611.5491690860003"
"mef","Serie","IV109","","3084.7871149109997"
"mef","Serie","IW109","","4011.0284479069996"
"mef","Serie","IX109","IX43-IX57-IX60-IX63-IX75-IX50","3433.9365634220007"
"mef","Serie","IY109","","3325.783059329"
"mef","Serie","IZ109","IZ43-IZ57-IZ60-IZ63-IZ75-IZ50","3366.3982402880001"
"mef","Serie","JA109","","3723.3115539649998"
"mef","Serie","JB109","","3455.4918034880002"
"mef","Serie","JC109","","3292.2966436869992"
"mef","Serie","JD109","JD43-JD57-JD60-JD63-JD75-JD50","3511.0730542310002"
"mef","Serie","JE109","","3767.9336236839999"
"mef","Serie","JF109","","5562.4376089600019"
"mef","Serie","JG109","","3271.8173338910005"
"mef","Serie","JH109","JH43-JH57-JH60-JH63-JH75-JH50","3567.1299206220001"
"mef","Serie","JI109","","3658.3800428579993"
"mef","Serie","JJ109","JJ43-JJ57-JJ60-JJ63-JJ75-JJ50","3409.5345246110001"
"mef","Serie","JK109","","3465.6067001239999"
"mef","Serie","JL109","","3474.4318442379995"
"mef","Serie","JM109","JM43-JM57-JM60-JM63-JM75-JM50","4105.719281525001"
"mef","Serie","JN109","","3551.3476816709995"
"mef","Serie","JO109","JO43-JO57-JO60-JO63-JO75-JO50","3466.8761521169999"
"mef","Serie","JP109","","3677.1877764470005"
"mef","Serie","JQ109","JQ43-JQ57-JQ60-JQ63-JQ75-JQ50","3721.010474699001"
"mef","Serie","JR109","","5902.9174158059986"
"mef","Serie","JS109","","3645.6135262640005"
"mef","Serie","JT109","JT43-JT57-JT60-JT63-JT75-JT50","3705.1015556040002"
"mef","Serie","JU109","","4110.010797467"
"mef","Serie","JV109","JV43-JV57-JV60-JV63-JV75-JV50","4311.4685521490001"
"mef","Serie","JW109","","4396.6952773919993"
"mef","Serie","JX109","JX43-JX57-JX60-JX63-JX75-JX50","4083.1279712910009"
"mef","Serie","JY109","","4071.0597066480004"
"mef","Serie","JZ109","JZ43-JZ57-JZ60-JZ63-JZ75-JZ50","4140.6477255440004"
"mef","Serie","C110","C87+C50","66.475385828000071"
"mef","Serie","D110","D87+D50","43.201429273999985"
"mef","Serie","E110","","-11.405021975999887"
"mef","Serie","F110","","68.129370789999982"
"mef","Serie","G110","","4.3035081110000277"
"mef","Serie","H110","","-81.821845598999914"
"mef","Serie","I110","","20.848283172000023"
"mef","Serie","J110","","108.0069608420001"
"mef","Serie","K110","","80.188451122000089"
"mef","Serie","L110","","78.72837549499998"
"mef","Serie","M110","","30.887652538000097"
"mef","Serie","N110","","-163.05210519000019"
"mef","Serie","O110","","74.240436290000048"
"mef","Serie","P110","","146.25525354400011"
"mef","Serie","Q110","","140.12940761300001"
"mef","Serie","R110","","155.62540911800008"
"mef","Serie","S110","","261.41164731900017"
"mef","Serie","T110","","203.37901032700003"
"mef","Serie","U110","","167.1822405049999"
"mef","Serie","V110","","129.89800465899995"
"mef","Serie","W110","","251.20999139200018"
"mef","Serie","X110","","-120.79474236200019"
"mef","Serie","Y110","","61.586228627999894"
"mef","Serie","Z110","","-366.57257076799999"
"mef","Serie","AA110","","208.24842797899998"
"mef","Serie","AB110","","99.606636112999908"
"mef","Serie","AC110","","220.25398330699994"
"mef","Serie","AD110","","217.48643404899985"
"mef","Serie","AE110","","95.111210392999936"
"mef","Serie","AF110","","112.27632801599992"
"mef","Serie","AG110","","51.157274757000025"
"mef","Serie","AH110","","105.60705234900013"
"mef","Serie","AI110","","99.422130235999887"
"mef","Serie","AJ110","","109.31767839799993"
"mef","Serie","AK110","","-62.326965018999999"
"mef","Serie","AL110","","-386.1454056659997"
"mef","Serie","AM110","","372.91787865999981"
"mef","Serie","AN110","","211.89176442000019"
"mef","Serie","AO110","","76.352058186000164"
"mef","Serie","AP110","","277.16726937400006"
"mef","Serie","AQ110","","182.92625120899999"
"mef","Serie","AR110","","-1.6283279609997763"
"mef","Serie","AS110","","118.98363741800003"
"mef","Serie","AT110","","65.970174814999979"
"mef","Serie","AU110","","240.13968426900004"
"mef","Serie","AV110","","69.46267300599996"
"mef","Serie","AW110","","42.886559022000007"
"mef","Serie","AX110","","-804.3074097770002"
"mef","Serie","AY110","","251.71531211500002"
"mef","Serie","AZ110","","79.044827759999862"
"mef","Serie","BA110","","375.12751372100007"
"mef","Serie","BB110","","228.617062506"
"mef","Serie","BC110","","303.75931854100008"
"mef","Serie","BD110","","74.30073053199996"
"mef","Serie","BE110","","152.0514531150001"
"mef","Serie","BF110","","148.79091906000008"
"mef","Serie","BG110","","-11.131157872000085"
"mef","Serie","BH110","","128.15547768400003"
"mef","Serie","BI110","","115.600391003"
"mef","Serie","BJ110","","-633.00067737599966"
"mef","Serie","BK110","","479.53418263899994"
"mef","Serie","BL110","","318.47444804200001"
"mef","Serie","BM110","","140.94229679499983"
"mef","Serie","BN110","","182.61730245599989"
"mef","Serie","BO110","","394.44467590000028"
"mef","Serie","BP110","BP87+BP50","200.36616393799983"
"mef","Serie","BQ110","","178.97118735399999"
"mef","Serie","BR110","","176.15789726700001"
"mef","Serie","BS110","","299.44226639600009"
"mef","Serie","BT110","","148.76674320999996"
"mef","Serie","BU110","","245.62093404700008"
"mef","Serie","BV110","","-527.85513595399959"
"mef","Serie","BW110","","347.48601974199994"
"mef","Serie","BX110","","168.90783255500003"
"mef","Serie","BY110","","-51.36879437999994"
"mef","Serie","BZ110","","407.14266678600029"
"mef","Serie","CA110","","171.46291946099973"
"mef","Serie","CB110","","11.375656133000277"
"mef","Serie","CC110","","310.38333170800007"
"mef","Serie","CD110","","7.8593390679998123"
"mef","Serie","CE110","","8.4539264179998881"
"mef","Serie","CF110","","-94.241590804000111"
"mef","Serie","CG110","","202.08650240199987"
"mef","Serie","CH110","","-961.27574450599991"
"mef","Serie","CI110","","309.93915902499998"
"mef","Serie","CJ110","","176.23578170699994"
"mef","Serie","CK110","","104.19227411600005"
"mef","Serie","CL110","","209.68445240100004"
"mef","Serie","CM110","","523.92984594200027"
"mef","Serie","CN110","","82.961618272000223"
"mef","Serie","CO110","","284.67476698099972"
"mef","Serie","CP110","","71.363929546000023"
"mef","Serie","CQ110","","238.33001548399966"
"mef","Serie","CR110","","249.38525947400041"
"mef","Serie","CS110","","216.96868066699986"
"mef","Serie","CT110","","-870.22576821100029"
"mef","Serie","CU110","","481.41801940600004"
"mef","Serie","CV110","","408.90748344100001"
"mef","Serie","CW110","","31.059786404999585"
"mef","Serie","CX110","","243.30650345699965"
"mef","Serie","CY110","","377.78613022399946"
"mef","Serie","CZ110","","105.11102618100013"
"mef","Serie","DA110","","501.09780404300039"
"mef","Serie","DB110","","-48.290572933000199"
"mef","Serie","DC110","","342.37671472199975"
"mef","Serie","DD110","","358.53422740100018"
"mef","Serie","DE110","","185.90890041799935"
"mef","Serie","DF110","","-1649.0789701679996"
"mef","Serie","DG110","","566.1792722859999"
"mef","Serie","DH110","","2.9349168440003339"
"mef","Serie","DI110","","-154.90300480100015"
"mef","Serie","DJ110","","-62.677556000000166"
"mef","Serie","DK110","","316.83164003800033"
"mef","Serie","DL110","","-74.648134744000188"
"mef","Serie","DM110","","138.96489314299981"
"mef","Serie","DN110","","-83.740964520999469"
"mef","Serie","DO110","","379.63380680000006"
"mef","Serie","DP110","","-111.40943928300049"
"mef","Serie","DQ110","","-826.9893155919998"
"mef","Serie","DR110","","-1645.2241910490002"
"mef","Serie","DS110","","-156.5887597750004"
"mef","Serie","DT110","","-393.88629236499963"
"mef","Serie","DU110","","-157.6008197339996"
"mef","Serie","DV110","","220.29933034999993"
"mef","Serie","DW110","","217.52686714600043"
"mef","Serie","DX110","","-76.329998784000281"
"mef","Serie","DY110","","238.43516790799961"
"mef","Serie","DZ110","","7.9830462280002088"
"mef","Serie","EA110","","151.17525512300023"
"mef","Serie","EB110","EB87+EB50","-130.0362488100001"
"mef","Serie","EC110","","13.938539314000394"
"mef","Serie","ED110","","-1628.1911429029988"
"mef","Serie","EE110","","347.98640508500011"
"mef","Serie","EF110","","28.224834432999845"
"mef","Serie","EG110","","-198.94008199100008"
"mef","Serie","EH110","","116.60647741600023"
"mef","Serie","EI110","","724.86272573799965"
"mef","Serie","EJ110","","-374.95237565300027"
"mef","Serie","EK110","","152.16645355199995"
"mef","Serie","EL110","","-401.84401923399969"
"mef","Serie","EM110","","234.48743491999971"
"mef","Serie","EN110","","-53.692858642000132"
"mef","Serie","EO110","","-252.23682765700019"
"mef","Serie","EP110","","-1327.3734711780003"
"mef","Serie","EQ110","","276.05239221799997"
"mef","Serie","ER110","","-168.53892899500008"
"mef","Serie","ES110","","-242.04745578100017"
"mef","Serie","ET110","","43.888378824000483"
"mef","Serie","EU110","","416.44793268100034"
"mef","Serie","EV110","","-131.44658567499988"
"mef","Serie","EW110","","-247.5507875870008"
"mef","Serie","EX110","","-319.32998055100018"
"mef","Serie","EY110","","-179.87093085599992"
"mef","Serie","EZ110","","-197.1986740349999"
"mef","Serie","FA110","","61.441486145999981"
"mef","Serie","FB110","","-941.42328756200072"
"mef","Serie","FC110","","438.82411098900002"
"mef","Serie","FD110","","-86.861878403999739"
"mef","Serie","FE110","","-364.47683984800028"
"mef","Serie","FF110","","122.91065043099992"
"mef","Serie","FG110","","7.1067979310001448"
"mef","Serie","FH110","","-277.07540467599983"
"mef","Serie","FI110","","-71.134680684000102"
"mef","Serie","FJ110","","234.05198872400024"
"mef","Serie","FK110","","155.14203470099994"
"mef","Serie","FL110","","-412.37831493300001"
"mef","Serie","FM110","","354.37560652099961"
"mef","Serie","FN110","","-1163.3563261859999"
"mef","Serie","FO110","","-143.1901597030008"
"mef","Serie","FP110","","10.55399584399985"
"mef","Serie","FQ110","","-204.11721509200004"
"mef","Serie","FR110","","-133.64397562900012"
"mef","Serie","FS110","","229.62921240700007"
"mef","Serie","FT110","","-138.66261750999973"
"mef","Serie","FU110","","312.12239398999975"
"mef","Serie","FV110","","26.860968141999791"
"mef","Serie","FW110","","334.86977543400059"
"mef","Serie","FX110","","-285.57073240199946"
"mef","Serie","FY110","","85.939719917000389"
"mef","Serie","FZ110","","-1206.4183344180008"
"mef","Serie","GA110","","522.31840819399986"
"mef","Serie","GB110","","-598.10320840999998"
"mef","Serie","GC110","","-364.321662618"
"mef","Serie","GD110","","240.75072910800009"
"mef","Serie","GE110","","197.82727700499993"
"mef","Serie","GF110","","-262.52573781600029"
"mef","Serie","GG110","","202.28099957099991"
"mef","Serie","GH110","","-4.0314128690001212"
"mef","Serie","GI110","","473.28157220200069"
"mef","Serie","GJ110","","-38.274067444999758"
"mef","Serie","GK110","","247.48258556299984"
"mef","Serie","GL110","","-2084.4471533919996"
"mef","Serie","GM110","","522.73796885099955"
"mef","Serie","GN110","GN87+GN50","19.967718256000211"
"mef","Serie","GO110","","-724.62120211599949"
"mef","Serie","GP110","","187.67067570399996"
"mef","Serie","GQ110","","-127.94764997299956"
"mef","Serie","GR110","","-410.15016904300018"
"mef","Serie","GS110","","32.405646976000753"
"mef","Serie","GT110","","-719.87571940200132"
"mef","Serie","GU110","","-191.00490025400035"
"mef","Serie","GV110","","-323.86376341799939"
"mef","Serie","GW110","","-432.24497146900057"
"mef","Serie","GX110","","-2522.2055018240003"
"mef","Serie","GY110","","66.053926393999973"
"mef","Serie","GZ110","","81.3582893530006"
"mef","Serie","HA110","","-1251.6763852802692"
"mef","Serie","HB110","","-2191.2562710300008"
"mef","Serie","HC110","","-1031.5733749220001"
"mef","Serie","HD110","","-822.15931641399925"
"mef","Serie","HE110","","-858.54706318459807"
"mef","Serie","HF110","","-515.33318652399942"
"mef","Serie","HG110","","-652.92926265300014"
"mef","Serie","HH110","","-629.82058244400014"
"mef","Serie","HI110","","-308.40973171700074"
"mef","Serie","HJ110","","-4060.5450990580016"
"mef","Serie","HK110","","622.74328251200018"
"mef","Serie","HL110","","-22.232659714999471"
"mef","Serie","HM110","","-617.36038196299955"
"mef","Serie","HN110","","-162.36534866599976"
"mef","Serie","HO110","","52.022868468001178"
"mef","Serie","HP110","","-394.2145068169998"
"mef","Serie","HQ110","","-440.89055323500003"
"mef","Serie","HR110","","-628.71859969899992"
"mef","Serie","HS110","","-322.49699245200065"
"mef","Serie","HT110","","-694.68162935200007"
"mef","Serie","HU110","","-106.98418521700017"
"mef","Serie","HV110","","-4148.907471292001"
"mef","Serie","HW110","","484.79664773399998"
"mef","Serie","HX110","","-337.87408848499956"
"mef","Serie","HY110","","-867.11162851899962"
"mef","Serie","HZ110","","474.84114971600013"
"mef","Serie","IA110","","811.87813159699942"
"mef","Serie","IB110","","-610.10349877697377"
"mef","Serie","IC110","","-136.78095944900116"
"mef","Serie","ID110","","-516.97753878300034"
"mef","Serie","IE110","","140.683022037"
"mef","Serie","IF110","","-1090.7483962239999"
"mef","Serie","IG110","","-162.86468481099985"
"mef","Serie","IH110","","-3170.0999529190017"
"mef","Serie","II110","","-6.0348052459994506"
"mef","Serie","IJ110","","-988.76884378999989"
"mef","Serie","IK110","","-501.42768788800015"
"mef","Serie","IL110","IL87+IL50","-570.70541359599997"
"mef","Serie","IM110","","737.31045837299928"
"mef","Serie","IN110","IN87+IN50","208.00984984300081"
"mef","Serie","IO110","","-87.00316722800018"
"mef","Serie","IP110","IP87+IP50","-210.91289061900022"
"mef","Serie","IQ110","","418.65849817700075"
"mef","Serie","IR110","IR87+IR50","-505.93603917200039"
"mef","Serie","IS110","","-142.13494876700008"
"mef","Serie","IT110","IT87+IT50","-5961.8025427010007"
"mef","Serie","IU110","","1028.0393381970002"
"mef","Serie","IV110","IV87+IV50","-252.22155629299948"
"mef","Serie","IW110","","-1244.7772629939998"
"mef","Serie","IX110","IX87+IX50","983.71679364099964"
"mef","Serie","IY110","","1329.4396523520004"
"mef","Serie","IZ110","IZ87+IZ50","244.61446507499971"
"mef","Serie","JA110","","-202.48378473899928"
"mef","Serie","JB110","","-778.34248069"
"mef","Serie","JC110","","269.77733742300143"
"mef","Serie","JD110","JD87+JD50","-408.68768051800134"
"mef","Serie","JE110","","-549.82955131900053"
"mef","Serie","JF110","","-2366.3185546380009"
"mef","Serie","JG110","","326.74908284899993"
"mef","Serie","JH110","JH87+JH50","-773.5563421239998"
"mef","Serie","JI110","","-512.79552127299974"
"mef","Serie","JJ110","JJ87+JJ50","1312.3807573979987"
"mef","Serie","JK110","","1443.2706804230011"
"mef","Serie","JL110","","-116.7729353609987"
"mef","Serie","JM110","JM87+JM50","230.36432898299935"
"mef","Serie","JN110","","-179.24856154500003"
"mef","Serie","JO110","JO87+JO50","495.05864803700069"
"mef","Serie","JP110","","-233.91998585700048"
"mef","Serie","JQ110","JQ87+JQ50","125.40018448799924"
"mef","Serie","JR110","","-2582.2745208539991"
"mef","Serie","JS110","","-86.363663270999609"
"mef","Serie","JT110","JT87+JT50","-728.40798721799922"
"mef","Serie","JU110","","-458.87654153500046"
"mef","Serie","JV110","JV87+JV50","376.70340058900007"
"mef","Serie","JW110","","242.78936587100145"
"mef","Serie","JX110","JX87+JX50","-946.16713775100095"
"mef","Serie","JY110","","152.74225409799985"
"mef","Serie","JZ110","JZ87+JZ50","-1145.5710929610004"
"ine","SECTORECONÓMICO","C9","+C10+C11","20.186769357118443"
"ine","SECTORECONÓMICO","D9","","17.951845500862472"
"ine","SECTORECONÓMICO","E9","","18.164083922770804"
"ine","SECTORECONÓMICO","F9","","19.719523293729765"
"ine","SECTORECONÓMICO","G9","","17.875341127392144"
"ine","SECTORECONÓMICO","H9","","17.012107194781006"
"ine","SECTORECONÓMICO","I9","","18.544074103664752"
"ine","SECTORECONÓMICO","J9","","18.741572941331228"
"ine","SECTORECONÓMICO","K9","","16.946573410953356"
"ine","SECTORECONÓMICO","L9","","16.656820816671914"
"ine","SECTORECONÓMICO","M9","","17.85370184040038"
"ine","SECTORECONÓMICO","N9","","18.970874981765917"
"ine","SECTORECONÓMICO","O9","","18.644245238461369"
"ine","SECTORECONÓMICO","P9","","18.492404034855205"
"ine","SECTORECONÓMICO","Q9","","18.520505215808669"
"ine","SECTORECONÓMICO","R9","","19.313800338103512"
