codigo,descripcion,nivel,ponderacion_publicada,ponderacion,nota,padre,fuente,archivo_origen
100201003,EDUCACIÓN SECUNDARIA,4,"0,486",0.486,,100201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100300000,GASTOS EN EDUCACIÓN POST SECUNDARIA,2,"0,147",0.147,,100000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100301000,NIVEL POST SECUNDARIO,3,"0,147",0.147,,100300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100301004,"CURSILLO DE INGRESO, PROBATORIO DE ADMISIÓN UNIVERSITARIA",4,"0,147",0.147,,100301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100400000,GASTOS EN EDUCACIÓN TERCIARIA,2,"2,409",2.409,,100000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100401000,NIVEL UNIVERISTARIO PREGRADO,3,"2,248",2.248,,100400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100401005,EDUCACIÓN UNIVERSITARIA - PREGRADO,4,"2,248",2.248,,100401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100402000,NIVEL UNIVERISTARIO POSTGRADO,3,"0,161",0.161,,100400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100402006,EDUCACIÓN UNIVERSITARIA - POSTGRADO,4,"0,161",0.161,,100402000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100500000,GASTOS EN OTROS CURSOS Y ESTUDIOS,2,"0,345",0.345,,100000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100501000,CURSOS DE IDIOMAS,3,"0,256",0.256,,100500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100501007,CURSO DE IDIOMAS,4,"0,256",0.256,,100501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100502000,OTROS CURSOS COMPLEMENTARIOS,3,"0,088",0.088,,100500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100502008,CURSO DE DANZA,4,"0,088",0.088,,100502000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110000000,RESTAURANTES Y HOTELES,1,"5,989",5.989,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110100000,RESTAURANTES,2,"5,860",5.86,,110000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110101000,POSTRES CONSUMIDOS FUERA DEL HOGAR,3,"0,023",0.023,,110100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110101001,POSTRE CONSUMIDO FUERA DEL HOGAR,4,"0,023",0.023,,110101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110102000,BEBIDAS CONSUMIDAS FUERA DEL HOGAR,3,"0,519",0.519,,110100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110102002,CAFÉ SERVIDO FUERA DEL HOGAR,4,"0,121",0.121,,110102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110102003,COCIDO SERVIDO FUERA DEL HOGAR,4,"0,039",0.039,,110102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110102004,GASEOSAS SERVIDAS FUERA DEL HOGAR,4,"0,227",0.227,,110102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110102005,JUGO SERVIDO FUERA DEL HOGAR,4,"0,115",0.115,,110102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110102006,CERVEZAS CONSUMIDAS FUERA DEL HOGAR,4,"0,017",0.017,,110102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110103000,COMIDAS PREPARADAS PARA LLEVAR,3,"0,756",0.756,,110100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110103007,HAMBURGUESA CONSUMIDA FUERA DEL HOGAR,4,"0,088",0.088,,110103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110103008,PIZZA CONSUMIDA FUERA DEL HOGAR,4,"0,151",0.151,,110103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110103009,POLLO ROSTIZADO,4,"0,056",0.056,,110103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110103010,SÁNDWICH CONSUMIDO FUERA DEL HOGAR,4,"0,407",0.407,,110103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110103011,TARTA PARA LLEVAR,4,"0,055",0.055,,110103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104000,COMIDAS CONSUMIDAS FUERA DEL HOGAR,3,"3,843",3.843,,110100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104012,CALDO CONSUMIDO FUERA DEL HOGAR,4,"0,281",0.281,,110104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104013,PLATO PREPARADO: ASADO A LA PARRILLA O A LA OLLA,4,"0,741",0.741,,110104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104014,PLATO PREPARADO: GUISO DE CARNE O POLLO,4,"0,970",0.97,,110104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104015,PLATO PREPARADO: MILANESA CON AGREGADO,4,"0,553",0.553,,110104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104016,PLATO PREPARADO: PASTAS CON CARNE O POLLO,4,"0,942",0.942,,110104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104017,PLATO PREPARADO: PUCHERO,4,"0,259",0.259,,110104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110104018,ALMUERZO O CENA CONSUMIDOS FUERA DEL HOGAR,4,"0,097",0.097,,110104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110105000,SERVICIOS DE COMIDA POR CONTRATO,3,"0,719",0.719,,110100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110105019,SERVICIO COMPLETO PARA EVENTOS CON COMIDA INCLUÍDA,4,"0,719",0.719,,110105000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110200000,HOTELES,2,"0,128",0.128,,110000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110201000,SERVICIOS DE ALOJAMIENTO,3,"0,128",0.128,,110200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
110201020,ALOJAMIENTO EN HOTEL,4,"0,128",0.128,,110201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120000000,BIENES Y SERVICIOS DIVERSOS,1,"7,561",7.561,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120100000,CUIDADO PERSONAL,2,"4,530",4.53,,120000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120101000,SERVICIOS DE PELUQUERÍA PARA CABALLEROS,3,"0,477",0.477,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120101001,CORTE DE PELO PARA CABALLEROS,4,"0,477",0.477,,120101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120102000,SERVICIOS DE PELUQUERÍA PARA DAMAS,3,"0,881",0.881,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120102002,ALISADO CON PLANCHITA,4,"0,304",0.304,,120102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120102003,CORTE PARA DAMA,4,"0,197",0.197,,120102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120102004,PEINADO PARA DAMA,4,"0,082",0.082,,120102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120102005,TEÑIDO DE PELO PARA DAMA,4,"0,297",0.297,,120102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120103000,OTROS SERVICIOS DE CUIDADOS PERSONALES,3,"0,336",0.336,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120103006,MANICURA,4,"0,167",0.167,,120103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120103007,PEDICURO,4,"0,169",0.169,,120103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120104000,ARTÍCULOS DE CUIDADOS DENTALES,3,"0,291",0.291,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120104008,CEPILLO DE DIENTES,4,"0,166",0.166,,120104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120104009,PASTA DENTAL,4,"0,125",0.125,,120104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120105000,ARTÍCULOS DE CUIDADOS CAPILARES,3,"0,274",0.274,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120105010,ACONDICIONADOR,4,"0,103",0.103,,120105000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120105011,SHAMPOO,4,"0,172",0.172,,120105000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120106000,ARTÍCULOS PARA AFEITAR,3,"0,247",0.247,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120106012,MÁQUINA DE AFEITAR DESECHABLE,4,"0,247",0.247,,120106000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120107000,ARTÍCULOS DE TOCADOR,3,"0,213",0.213,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120107013,JABÓN DE TOCADOR,4,"0,213",0.213,,120107000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120108000,COSMÉTICOS,3,"0,047",0.047,,120100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120108014,BASE PARA LA CARA,4,"0,008",0.008,,120108000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
120108015,LÁPIZ LABIAL,4,"0,024",0.024,,120108000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
