"source_id","sha256","current_path","archive_path","current_exists","archive_exists","current_sha256","archive_sha256"
"cda_curve","8796a589fc2bd31317efdce7865d4598473fdacd048cf04b676dc8f78e2b144c","/Users/juanmanuelgonzalezmasulli/Documents/Paraguay_Macro_Database/input/current/Curva_CDA.xlsx","/Users/juanmanuelgonzalezmasulli/Documents/Paraguay_Macro_Database/input_archive/cda_curve/8796a589fc2bd31317efdce7865d4598473fdacd048cf04b676dc8f78e2b144c.xlsx",TRUE,TRUE,"8796a589fc2bd31317efdce7865d4598473fdacd048cf04b676dc8f78e2b144c","8796a589fc2bd31317efdce7865d4598473fdacd048cf04b676dc8f78e2b144c"
"tcn_referential_daily","74df666397a33b9c8cdfac10d7ffedd23acf7cbd5907ea21332e100fb939c0a4","/Users/juanmanuelgonzalezmasulli/Documents/Paraguay_Macro_Database/input/current/TCN_Referencial_Diario.xlsx","/Users/juanmanuelgonzalezmasulli/Documents/Paraguay_Macro_Database/input_archive/tcn_referential_daily/74df666397a33b9c8cdfac10d7ffedd23acf7cbd5907ea21332e100fb939c0a4.xlsx",TRUE,TRUE,"74df666397a33b9c8cdfac10d7ffedd23acf7cbd5907ea21332e100fb939c0a4","74df666397a33b9c8cdfac10d7ffedd23acf7cbd5907ea21332e100fb939c0a4"
